Scenario,Region,Basin,Constituent,BasinScale,Units,LoadToStream
CHANGE,BM,Burrum,DIP,Manag_Unit_48,t/yr,15.470850987264777
CHANGE,BM,Burrum,DON,Manag_Unit_48,t/yr,171.35156630755097
CHANGE,BM,Burrum,DOP,Manag_Unit_48,t/yr,7.7313914767575564
CHANGE,BM,Burrum,FS,Manag_Unit_48,kt/yr,18.059659444057488
CHANGE,BM,Burrum,PN,Manag_Unit_48,t/yr,60.78498941868877
CHANGE,BM,Burrum,PP,Manag_Unit_48,t/yr,20.322908973272945
CHANGE,BM,Kolan,DIN,Manag_Unit_48,t/yr,97.36493917806172
CHANGE,BM,Kolan,DIP,Manag_Unit_48,t/yr,14.947663408284543
CHANGE,BM,Kolan,DON,Manag_Unit_48,t/yr,199.83636981176022
CHANGE,BM,Kolan,DOP,Manag_Unit_48,t/yr,8.428545524102537
CHANGE,BM,Kolan,FS,Manag_Unit_48,kt/yr,62.639032631135294
CHANGE,BM,Kolan,PN,Manag_Unit_48,t/yr,294.2133187400191
CHANGE,BM,Kolan,PP,Manag_Unit_48,t/yr,94.97897104155618
CHANGE,BM,Mary,DIN,Manag_Unit_48,t/yr,402.05917796456396
CHANGE,BM,Mary,DIP,Manag_Unit_48,t/yr,48.200730912057516
CHANGE,BM,Mary,DON,Manag_Unit_48,t/yr,959.540761539739
CHANGE,BM,Mary,DOP,Manag_Unit_48,t/yr,37.11204206655751
CHANGE,BM,Mary,FS,Manag_Unit_48,kt/yr,421.5698015297067
CHANGE,BM,Mary,PN,Manag_Unit_48,t/yr,1040.9357782053908
CHANGE,BM,Mary,PP,Manag_Unit_48,t/yr,400.02914883965906
CHANGE,BU,Belyando,DIN,Manag_Unit_48,t/yr,31.210957952088446
CHANGE,BU,Belyando,DIP,Manag_Unit_48,t/yr,30.34377699627365
CHANGE,BU,Belyando,DON,Manag_Unit_48,t/yr,262.4101112266997
CHANGE,BU,Belyando,DOP,Manag_Unit_48,t/yr,12.51187780408507
CHANGE,BU,Belyando,FS,Manag_Unit_48,kt/yr,129.50437347490274
CHANGE,BU,Belyando,PN,Manag_Unit_48,t/yr,125.5596175602654
CHANGE,BU,Belyando,PP,Manag_Unit_48,t/yr,97.65889080569617
CHANGE,BU,Black,DIN,Manag_Unit_48,t/yr,57.511748301811096
CHANGE,BU,Black,DIP,Manag_Unit_48,t/yr,22.646398124729675
CHANGE,BU,Black,DON,Manag_Unit_48,t/yr,179.48231454071305
CHANGE,BU,Black,DOP,Manag_Unit_48,t/yr,8.046917175264912
CHANGE,BU,Black,FS,Manag_Unit_48,kt/yr,37.71070339978995
CHANGE,BU,Black,PN,Manag_Unit_48,t/yr,69.08189031646572
CHANGE,BU,Black,PP,Manag_Unit_48,t/yr,26.668598579304344
CHANGE,BU,Bowen Bogie,DIN,Manag_Unit_48,t/yr,267.64081646962825
CHANGE,BU,Bowen Bogie,DIP,Manag_Unit_48,t/yr,71.59998852685996
CHANGE,BU,Bowen Bogie,DON,Manag_Unit_48,t/yr,427.9471775269838
CHANGE,BU,Bowen Bogie,DOP,Manag_Unit_48,t/yr,27.009796328207266
CHANGE,BU,Bowen Bogie,FS,Manag_Unit_48,kt/yr,1771.427924539738
CHANGE,BU,Bowen Bogie,PN,Manag_Unit_48,t/yr,2100.7441374746554
CHANGE,BU,Bowen Bogie,PP,Manag_Unit_48,t/yr,1469.3956017035325
CHANGE,BU,Burdekin Delta,DIN,Manag_Unit_48,t/yr,383.69049934306463
CHANGE,BU,Burdekin Delta,DIP,Manag_Unit_48,t/yr,32.72663246511637
CHANGE,BU,Burdekin Delta,DON,Manag_Unit_48,t/yr,70.57167471264634
CHANGE,BU,Burdekin Delta,DOP,Manag_Unit_48,t/yr,9.695275495653842
CHANGE,BU,Burdekin Delta,FS,Manag_Unit_48,kt/yr,33.71839394843155
CHANGE,BU,Burdekin Delta,PN,Manag_Unit_48,t/yr,88.59909935218344
CHANGE,BU,Burdekin Delta,PP,Manag_Unit_48,t/yr,53.584088146350396
CHANGE,BU,Cape Campaspe,DIN,Manag_Unit_48,t/yr,35.82932047251306
CHANGE,BU,Cape Campaspe,DIP,Manag_Unit_48,t/yr,18.110885154227983
CHANGE,BU,Cape Campaspe,DON,Manag_Unit_48,t/yr,235.8353811510885
CHANGE,BU,Cape Campaspe,DOP,Manag_Unit_48,t/yr,17.896174345329506
CHANGE,BU,Cape Campaspe,FS,Manag_Unit_48,kt/yr,161.98199832091075
CHANGE,BU,Cape Campaspe,PN,Manag_Unit_48,t/yr,340.782511133247
CHANGE,BU,Cape Campaspe,PP,Manag_Unit_48,t/yr,117.35532535867048
CHANGE,BU,Don,DIN,Manag_Unit_48,t/yr,101.9210875519515
CHANGE,BU,Don,DIP,Manag_Unit_48,t/yr,38.5312103214705
CHANGE,BU,Don,DON,Manag_Unit_48,t/yr,178.63173160802918
CHANGE,BU,Don,DOP,Manag_Unit_48,t/yr,19.210883113642463
CHANGE,BU,Don,FS,Manag_Unit_48,kt/yr,151.1172601925615
CHANGE,BU,Don,PN,Manag_Unit_48,t/yr,286.17508321537326
CHANGE,BU,Don,PP,Manag_Unit_48,t/yr,125.20857475688817
CHANGE,BU,East Burdekin,DIN,Manag_Unit_48,t/yr,53.220733617872085
CHANGE,BU,East Burdekin,DIP,Manag_Unit_48,t/yr,13.103158607419685
CHANGE,BU,East Burdekin,DON,Manag_Unit_48,t/yr,85.12087836573696
CHANGE,BU,East Burdekin,DOP,Manag_Unit_48,t/yr,5.179629926336145
CHANGE,BU,East Burdekin,FS,Manag_Unit_48,kt/yr,128.51905955781672
CHANGE,BU,East Burdekin,PN,Manag_Unit_48,t/yr,117.65600329515233
CHANGE,BU,East Burdekin,PP,Manag_Unit_48,t/yr,109.15894280742697
CHANGE,BU,Haughton,DIN,Manag_Unit_48,t/yr,353.175586375966
CHANGE,BU,Haughton,DIP,Manag_Unit_48,t/yr,55.238661777911716
CHANGE,BU,Haughton,DON,Manag_Unit_48,t/yr,301.4310431859731
CHANGE,BU,Haughton,DOP,Manag_Unit_48,t/yr,19.086458831326595
CHANGE,BU,Haughton,FS,Manag_Unit_48,kt/yr,100.00103790631867
CHANGE,BU,Haughton,PN,Manag_Unit_48,t/yr,300.9571280426192
CHANGE,BU,Haughton,PP,Manag_Unit_48,t/yr,109.44570614700169
CHANGE,BU,Ross,DIN,Manag_Unit_48,t/yr,90.06427084594122
CHANGE,BU,Ross,DIP,Manag_Unit_48,t/yr,27.92208495262912
CHANGE,BU,Ross,DON,Manag_Unit_48,t/yr,179.58617610473542
CHANGE,BU,Ross,DOP,Manag_Unit_48,t/yr,8.705618155849082
CHANGE,BU,Ross,FS,Manag_Unit_48,kt/yr,78.38808255147836
CHANGE,BU,Ross,PN,Manag_Unit_48,t/yr,160.4858439987171
CHANGE,BU,Ross,PP,Manag_Unit_48,t/yr,77.66063061489439
CHANGE,BU,Suttor,DIN,Manag_Unit_48,t/yr,46.498284718440985
CHANGE,BU,Suttor,DIP,Manag_Unit_48,t/yr,36.47126918526211
CHANGE,BU,Suttor,DON,Manag_Unit_48,t/yr,370.59292057106364
CHANGE,BU,Suttor,DOP,Manag_Unit_48,t/yr,15.60989477414683
CHANGE,BU,Suttor,FS,Manag_Unit_48,kt/yr,109.96879614136043
CHANGE,BU,Suttor,PN,Manag_Unit_48,t/yr,159.1515101252495
CHANGE,BU,Suttor,PP,Manag_Unit_48,t/yr,79.38914765740789
CHANGE,BU,Upper Burdekin,DIN,Manag_Unit_48,t/yr,493.59593483437146
CHANGE,BU,Upper Burdekin,DIP,Manag_Unit_48,t/yr,106.43238154945412
CHANGE,BU,Upper Burdekin,DON,Manag_Unit_48,t/yr,1177.023725465888
CHANGE,BU,Upper Burdekin,DOP,Manag_Unit_48,t/yr,105.52446210878281
CHANGE,BU,Upper Burdekin,FS,Manag_Unit_48,kt/yr,3448.94470700693
CHANGE,BU,Upper Burdekin,PN,Manag_Unit_48,t/yr,3590.573589254617
CHANGE,BU,Upper Burdekin,PP,Manag_Unit_48,t/yr,2505.023408597081
CHANGE,CY,Endeavour,DIN,Manag_Unit_48,t/yr,49.71066533798225
CHANGE,CY,Endeavour,DIP,Manag_Unit_48,t/yr,8.041773532851286
CHANGE,CY,Endeavour,DON,Manag_Unit_48,t/yr,270.3631617603081
CHANGE,CY,Endeavour,DOP,Manag_Unit_48,t/yr,16.494207985108627
CHANGE,CY,Endeavour,FS,Manag_Unit_48,kt/yr,90.56082158302986
CHANGE,CY,Endeavour,PN,Manag_Unit_48,t/yr,355.15471028645896
CHANGE,CY,Endeavour,PP,Manag_Unit_48,t/yr,127.58176577977243
CHANGE,CY,Jacky Jacky,DIN,Manag_Unit_48,t/yr,47.81618649174776
CHANGE,CY,Jacky Jacky,DIP,Manag_Unit_48,t/yr,4.240067873451049
CHANGE,CY,Jacky Jacky,DON,Manag_Unit_48,t/yr,286.1316478160365
CHANGE,CY,Jacky Jacky,DOP,Manag_Unit_48,t/yr,16.786065522003558
CHANGE,CY,Jacky Jacky,FS,Manag_Unit_48,kt/yr,11.915526444677717
CHANGE,CY,Jacky Jacky,PN,Manag_Unit_48,t/yr,193.27202354929042
CHANGE,CY,Jacky Jacky,PP,Manag_Unit_48,t/yr,70.7863582004979
CHANGE,CY,Jeannie,DIN,Manag_Unit_48,t/yr,33.283978049949226
CHANGE,CY,Jeannie,DIP,Manag_Unit_48,t/yr,4.729332210827563
CHANGE,CY,Jeannie,DON,Manag_Unit_48,t/yr,200.15951690301404
CHANGE,CY,Jeannie,DOP,Manag_Unit_48,t/yr,12.548753768864648
CHANGE,CY,Jeannie,FS,Manag_Unit_48,kt/yr,52.28016960690181
CHANGE,CY,Jeannie,PN,Manag_Unit_48,t/yr,205.561205431928
CHANGE,CY,Jeannie,PP,Manag_Unit_48,t/yr,109.1194076334184
CHANGE,CY,Lockhart,DIN,Manag_Unit_48,t/yr,39.77144342197023
CHANGE,CY,Lockhart,DIP,Manag_Unit_48,t/yr,3.444010215133932
CHANGE,CY,Lockhart,DON,Manag_Unit_48,t/yr,229.13069609732588
CHANGE,CY,Lockhart,DOP,Manag_Unit_48,t/yr,13.880735711606953
CHANGE,CY,Lockhart,FS,Manag_Unit_48,kt/yr,22.412951477666653
CHANGE,CY,Lockhart,PN,Manag_Unit_48,t/yr,84.90599618384907
CHANGE,CY,Lockhart,PP,Manag_Unit_48,t/yr,28.627419850581653
CHANGE,CY,Normanby,DIN,Manag_Unit_48,t/yr,181.41724836935188
CHANGE,CY,Normanby,DIP,Manag_Unit_48,t/yr,34.41427067042795
CHANGE,CY,Normanby,DON,Manag_Unit_48,t/yr,1300.9076974380334
CHANGE,CY,Normanby,DOP,Manag_Unit_48,t/yr,76.79370003438443
CHANGE,CY,Normanby,FS,Manag_Unit_48,kt/yr,317.99579593586066
CHANGE,CY,Normanby,PN,Manag_Unit_48,t/yr,734.5839244460955
CHANGE,CY,Normanby,PP,Manag_Unit_48,t/yr,278.2126348176006
CHANGE,CY,Olive Pascoe,DIN,Manag_Unit_48,t/yr,142.96447696754728
CHANGE,CY,Olive Pascoe,DIP,Manag_Unit_48,t/yr,7.726245754617602
CHANGE,CY,Olive Pascoe,DON,Manag_Unit_48,t/yr,522.691314620568
CHANGE,CY,Olive Pascoe,DOP,Manag_Unit_48,t/yr,29.623477586981252
CHANGE,CY,Olive Pascoe,FS,Manag_Unit_48,kt/yr,86.4236454860073
CHANGE,CY,Olive Pascoe,PN,Manag_Unit_48,t/yr,465.6951490768551
CHANGE,CY,Olive Pascoe,PP,Manag_Unit_48,t/yr,66.97546952880508
CHANGE,CY,Stewart,DIN,Manag_Unit_48,t/yr,33.83413423250521
CHANGE,CY,Stewart,DIP,Manag_Unit_48,t/yr,2.732198421301453
CHANGE,CY,Stewart,DON,Manag_Unit_48,t/yr,183.81878339081214
CHANGE,CY,Stewart,DOP,Manag_Unit_48,t/yr,10.198420786602844
CHANGE,CY,Stewart,FS,Manag_Unit_48,kt/yr,16.48561577237798
CHANGE,CY,Stewart,PN,Manag_Unit_48,t/yr,75.79033081042498
CHANGE,CY,Stewart,PP,Manag_Unit_48,t/yr,21.911839996641667
CHANGE,FI,Boyne,DIN,Manag_Unit_48,t/yr,36.15387541143704
CHANGE,FI,Boyne,DIP,Manag_Unit_48,t/yr,26.30584033488657
CHANGE,FI,Boyne,DON,Manag_Unit_48,t/yr,99.9095119672595
CHANGE,FI,Boyne,DOP,Manag_Unit_48,t/yr,5.965849978066476
CHANGE,FI,Boyne,FS,Manag_Unit_48,kt/yr,43.75381653844511
CHANGE,FI,Boyne,PN,Manag_Unit_48,t/yr,165.75408923315047
CHANGE,FI,Boyne,PP,Manag_Unit_48,t/yr,72.95009031386307
CHANGE,FI,Calliope,DIN,Manag_Unit_48,t/yr,32.87419368120462
CHANGE,FI,Calliope,DIP,Manag_Unit_48,t/yr,18.19273250201854
CHANGE,FI,Calliope,DON,Manag_Unit_48,t/yr,83.17455028693335
CHANGE,FI,Calliope,DOP,Manag_Unit_48,t/yr,3.9165970158490144
CHANGE,FI,Calliope,FS,Manag_Unit_48,kt/yr,49.453437771380024
CHANGE,FI,Calliope,PN,Manag_Unit_48,t/yr,140.5623566905285
CHANGE,FI,Calliope,PP,Manag_Unit_48,t/yr,63.73725878151394
CHANGE,FI,Comet,DIN,Manag_Unit_48,t/yr,83.94980740482133
CHANGE,FI,Comet,DIP,Manag_Unit_48,t/yr,76.42381425431391
CHANGE,FI,Comet,DON,Manag_Unit_48,t/yr,188.8895198087828
CHANGE,FI,Comet,DOP,Manag_Unit_48,t/yr,18.27683126520657
CHANGE,FI,Comet,FS,Manag_Unit_48,kt/yr,353.5338329241065
CHANGE,FI,Comet,PN,Manag_Unit_48,t/yr,520.7989203924875
CHANGE,FI,Comet,PP,Manag_Unit_48,t/yr,384.0827003700468
CHANGE,FI,Dawson,DIN,Manag_Unit_48,t/yr,177.85686800511374
CHANGE,FI,Dawson,DIP,Manag_Unit_48,t/yr,225.3425531423126
CHANGE,FI,Dawson,DON,Manag_Unit_48,t/yr,475.39051557773865
CHANGE,FI,Dawson,DOP,Manag_Unit_48,t/yr,55.30101734567252
CHANGE,FI,Dawson,FS,Manag_Unit_48,kt/yr,755.9955070326187
CHANGE,FI,Dawson,PN,Manag_Unit_48,t/yr,1489.0979160551583
CHANGE,FI,Dawson,PP,Manag_Unit_48,t/yr,922.2908169838609
CHANGE,FI,Fitzroy,DIN,Manag_Unit_48,t/yr,113.58793569694664
CHANGE,FI,Fitzroy,DIP,Manag_Unit_48,t/yr,107.61809231421881
CHANGE,FI,Fitzroy,DON,Manag_Unit_48,t/yr,201.0845777869955
CHANGE,FI,Fitzroy,DOP,Manag_Unit_48,t/yr,23.406656930883322
CHANGE,FI,Fitzroy,FS,Manag_Unit_48,kt/yr,229.07637665259136
CHANGE,FI,Fitzroy,PN,Manag_Unit_48,t/yr,475.35191133314737
CHANGE,FI,Fitzroy,PP,Manag_Unit_48,t/yr,289.1870533422354
CHANGE,FI,Isaac,DIN,Manag_Unit_48,t/yr,217.855665378164
CHANGE,FI,Isaac,DIP,Manag_Unit_48,t/yr,113.97452953333458
CHANGE,FI,Isaac,DON,Manag_Unit_48,t/yr,651.0683099723266
CHANGE,FI,Isaac,DOP,Manag_Unit_48,t/yr,25.024813156609763
CHANGE,FI,Isaac,FS,Manag_Unit_48,kt/yr,533.0457603763405
CHANGE,FI,Isaac,PN,Manag_Unit_48,t/yr,822.7267906999635
CHANGE,FI,Isaac,PP,Manag_Unit_48,t/yr,466.61205402103303
CHANGE,FI,Mackenzie,DIN,Manag_Unit_48,t/yr,52.278200174267965
CHANGE,FI,Mackenzie,DIP,Manag_Unit_48,t/yr,32.9291243679057
CHANGE,FI,Mackenzie,DON,Manag_Unit_48,t/yr,148.7193296355746
CHANGE,FI,Mackenzie,DOP,Manag_Unit_48,t/yr,7.374550092777738
CHANGE,FI,Mackenzie,FS,Manag_Unit_48,kt/yr,255.1923183682062
CHANGE,FI,Mackenzie,PN,Manag_Unit_48,t/yr,339.619946247021
CHANGE,FI,Mackenzie,PP,Manag_Unit_48,t/yr,212.82671740987374
CHANGE,FI,Nogoa,DIN,Manag_Unit_48,t/yr,69.04525706519415
CHANGE,FI,Nogoa,DIP,Manag_Unit_48,t/yr,47.4270617424915
CHANGE,FI,Nogoa,DON,Manag_Unit_48,t/yr,201.6061755791902
CHANGE,FI,Nogoa,DOP,Manag_Unit_48,t/yr,10.437039375121712
CHANGE,FI,Nogoa,FS,Manag_Unit_48,kt/yr,485.8757688193822
CHANGE,FI,Nogoa,PN,Manag_Unit_48,t/yr,803.1506052968045
CHANGE,FI,Nogoa,PP,Manag_Unit_48,t/yr,422.2819009243011
CHANGE,FI,Shoalwater,DIN,Manag_Unit_48,t/yr,17.034805408915453
CHANGE,FI,Shoalwater,DIP,Manag_Unit_48,t/yr,11.191161494610318
CHANGE,FI,Shoalwater,DON,Manag_Unit_48,t/yr,67.02890704501033
CHANGE,FI,Shoalwater,DOP,Manag_Unit_48,t/yr,2.3402018003629443
CHANGE,FI,Shoalwater,FS,Manag_Unit_48,kt/yr,44.398394796125174
CHANGE,FI,Shoalwater,PN,Manag_Unit_48,t/yr,119.81031114942476
CHANGE,FI,Shoalwater,PP,Manag_Unit_48,t/yr,38.22955267363864
CHANGE,FI,Styx,DIN,Manag_Unit_48,t/yr,34.096341586236875
CHANGE,FI,Styx,DIP,Manag_Unit_48,t/yr,16.213703653756067
CHANGE,FI,Styx,DON,Manag_Unit_48,t/yr,79.28521250226112
CHANGE,FI,Styx,DOP,Manag_Unit_48,t/yr,3.5279785396000314
CHANGE,FI,Styx,FS,Manag_Unit_48,kt/yr,64.3875771370885
CHANGE,FI,Styx,PN,Manag_Unit_48,t/yr,178.86162791505024
CHANGE,FI,Styx,PP,Manag_Unit_48,t/yr,59.59836803015158
CHANGE,FI,Theresa,DIN,Manag_Unit_48,t/yr,36.81609074780787
CHANGE,FI,Theresa,DIP,Manag_Unit_48,t/yr,23.11008341293763
CHANGE,FI,Theresa,DON,Manag_Unit_48,t/yr,82.6924696254024
CHANGE,FI,Theresa,DOP,Manag_Unit_48,t/yr,5.3577719667962
CHANGE,FI,Theresa,FS,Manag_Unit_48,kt/yr,111.64938723217433
CHANGE,FI,Theresa,PN,Manag_Unit_48,t/yr,230.6981093061635
CHANGE,FI,Theresa,PP,Manag_Unit_48,t/yr,80.11456043621033
CHANGE,FI,Water Park,DIN,Manag_Unit_48,t/yr,49.65494381436434
CHANGE,FI,Water Park,DIP,Manag_Unit_48,t/yr,22.274074280634533
CHANGE,FI,Water Park,DON,Manag_Unit_48,t/yr,114.33721870587812
CHANGE,FI,Water Park,DOP,Manag_Unit_48,t/yr,5.43884740794689
CHANGE,FI,Water Park,FS,Manag_Unit_48,kt/yr,12.106092039050882
CHANGE,FI,Water Park,PN,Manag_Unit_48,t/yr,65.07059041873268
CHANGE,FI,Water Park,PP,Manag_Unit_48,t/yr,16.2468346430524
CHANGE,MW,O-Connell,DIN,Manag_Unit_48,t/yr,164.8961661992747
CHANGE,MW,O-Connell,DIP,Manag_Unit_48,t/yr,34.09276835946736
CHANGE,MW,O-Connell,DON,Manag_Unit_48,t/yr,580.456784953177
CHANGE,MW,O-Connell,DOP,Manag_Unit_48,t/yr,14.498435464059526
CHANGE,MW,O-Connell,FS,Manag_Unit_48,kt/yr,230.40501640100314
CHANGE,MW,O-Connell,PN,Manag_Unit_48,t/yr,754.432804979084
CHANGE,MW,O-Connell,PP,Manag_Unit_48,t/yr,196.85275298780942
CHANGE,MW,Pioneer,DIN,Manag_Unit_48,t/yr,215.35806007234237
CHANGE,MW,Pioneer,DIP,Manag_Unit_48,t/yr,37.40615768813809
CHANGE,MW,Pioneer,DON,Manag_Unit_48,t/yr,262.64286753910994
CHANGE,MW,Pioneer,DOP,Manag_Unit_48,t/yr,13.519809932667943
CHANGE,MW,Pioneer,FS,Manag_Unit_48,kt/yr,112.42062492657723
CHANGE,MW,Pioneer,PN,Manag_Unit_48,t/yr,424.94191790006806
CHANGE,MW,Pioneer,PP,Manag_Unit_48,t/yr,115.9474585810154
CHANGE,MW,Plane,DIN,Manag_Unit_48,t/yr,227.42082647182428
CHANGE,MW,Plane,DIP,Manag_Unit_48,t/yr,134.83019126448474
CHANGE,MW,Plane,DON,Manag_Unit_48,t/yr,629.3651668805155
CHANGE,MW,Plane,DOP,Manag_Unit_48,t/yr,36.61376564704175
CHANGE,MW,Plane,FS,Manag_Unit_48,kt/yr,85.74656040113103
CHANGE,MW,Plane,PN,Manag_Unit_48,t/yr,611.610166955043
CHANGE,MW,Plane,PP,Manag_Unit_48,t/yr,105.62654001465026
CHANGE,MW,Proserpine,DIN,Manag_Unit_48,t/yr,184.4039582866311
CHANGE,MW,Proserpine,DIP,Manag_Unit_48,t/yr,41.02601949284334
CHANGE,MW,Proserpine,DON,Manag_Unit_48,t/yr,304.1197526216659
CHANGE,MW,Proserpine,DOP,Manag_Unit_48,t/yr,16.11742033924213
CHANGE,MW,Proserpine,FS,Manag_Unit_48,kt/yr,47.642855649004744
CHANGE,MW,Proserpine,PN,Manag_Unit_48,t/yr,163.8267678062599
CHANGE,MW,Proserpine,PP,Manag_Unit_48,t/yr,47.62234278274134
CHANGE,WT,Barron,DIN,Manag_Unit_48,t/yr,138.7308116274977
CHANGE,WT,Barron,DIP,Manag_Unit_48,t/yr,15.296225967270834
CHANGE,WT,Barron,DON,Manag_Unit_48,t/yr,320.3099595772615
CHANGE,WT,Barron,DOP,Manag_Unit_48,t/yr,15.820904735674063
CHANGE,WT,Barron,FS,Manag_Unit_48,kt/yr,218.75884152067704
CHANGE,WT,Barron,PN,Manag_Unit_48,t/yr,708.7835420902553
CHANGE,WT,Barron,PP,Manag_Unit_48,t/yr,241.91647382405063
CHANGE,WT,Daintree,DIN,Manag_Unit_48,t/yr,388.103287567667
CHANGE,WT,Daintree,DIP,Manag_Unit_48,t/yr,15.818760937882965
CHANGE,WT,Daintree,DON,Manag_Unit_48,t/yr,563.7884105133111
CHANGE,WT,Daintree,DOP,Manag_Unit_48,t/yr,38.58675633882833
CHANGE,WT,Daintree,FS,Manag_Unit_48,kt/yr,123.406671875761
CHANGE,WT,Daintree,PN,Manag_Unit_48,t/yr,1059.819096551986
CHANGE,WT,Daintree,PP,Manag_Unit_48,t/yr,192.34802972171792
CHANGE,WT,Johnstone,DIN,Manag_Unit_48,t/yr,911.3045611234727
CHANGE,WT,Johnstone,DIP,Manag_Unit_48,t/yr,78.12433051311082
CHANGE,WT,Johnstone,DON,Manag_Unit_48,t/yr,611.9254153895326
CHANGE,WT,Johnstone,DOP,Manag_Unit_48,t/yr,81.5389624284969
CHANGE,WT,Johnstone,FS,Manag_Unit_48,kt/yr,362.1140137621785
CHANGE,WT,Johnstone,PN,Manag_Unit_48,t/yr,1859.893748592278
CHANGE,WT,Johnstone,PP,Manag_Unit_48,t/yr,673.3113947021142
CHANGE,WT,Lower Herbert,DIN,Manag_Unit_48,t/yr,977.6223987963876
CHANGE,WT,Lower Herbert,DIP,Manag_Unit_48,t/yr,46.50145889814767
CHANGE,WT,Lower Herbert,DON,Manag_Unit_48,t/yr,544.5417763225412
CHANGE,WT,Lower Herbert,DOP,Manag_Unit_48,t/yr,41.79147945040286
CHANGE,WT,Lower Herbert,FS,Manag_Unit_48,kt/yr,140.65257742808427
CHANGE,WT,Lower Herbert,PN,Manag_Unit_48,t/yr,572.2115789513421
CHANGE,WT,Lower Herbert,PP,Manag_Unit_48,t/yr,125.65676574099047
CHANGE,WT,Mossman,DIN,Manag_Unit_48,t/yr,75.22007676052498
CHANGE,WT,Mossman,DIP,Manag_Unit_48,t/yr,6.469062828342405
CHANGE,WT,Mossman,DON,Manag_Unit_48,t/yr,86.99889869549185
CHANGE,WT,Mossman,DOP,Manag_Unit_48,t/yr,5.591244850802981
CHANGE,WT,Mossman,FS,Manag_Unit_48,kt/yr,16.82664065814076
CHANGE,WT,Mossman,PN,Manag_Unit_48,t/yr,60.79604072915906
CHANGE,WT,Mossman,PP,Manag_Unit_48,t/yr,19.071419625917827
CHANGE,WT,Mulgrave-Russell,DIN,Manag_Unit_48,t/yr,592.7596547224767
CHANGE,WT,Mulgrave-Russell,DIP,Manag_Unit_48,t/yr,34.638418398202326
CHANGE,WT,Mulgrave-Russell,DON,Manag_Unit_48,t/yr,528.6502233131694
CHANGE,WT,Mulgrave-Russell,DOP,Manag_Unit_48,t/yr,51.163370655634154
CHANGE,WT,Mulgrave-Russell,FS,Manag_Unit_48,kt/yr,98.33070507576569
CHANGE,WT,Mulgrave-Russell,PN,Manag_Unit_48,t/yr,592.3438495617204
CHANGE,WT,Mulgrave-Russell,PP,Manag_Unit_48,t/yr,139.0975939906476
CHANGE,WT,Murray,DIN,Manag_Unit_48,t/yr,327.9300548704595
CHANGE,WT,Murray,DIP,Manag_Unit_48,t/yr,29.15309164731043
CHANGE,WT,Murray,DON,Manag_Unit_48,t/yr,198.8124731305535
CHANGE,WT,Murray,DOP,Manag_Unit_48,t/yr,16.902141377682774
CHANGE,WT,Murray,FS,Manag_Unit_48,kt/yr,34.40944724599265
CHANGE,WT,Murray,PN,Manag_Unit_48,t/yr,160.74781082595698
CHANGE,WT,Murray,PP,Manag_Unit_48,t/yr,29.171086441965794
CHANGE,WT,Tully,DIN,Manag_Unit_48,t/yr,723.816404311532
CHANGE,WT,Tully,DIP,Manag_Unit_48,t/yr,24.75832734421951
CHANGE,WT,Tully,DON,Manag_Unit_48,t/yr,454.43908572173757
CHANGE,WT,Tully,DOP,Manag_Unit_48,t/yr,61.79620609217883
CHANGE,WT,Tully,FS,Manag_Unit_48,kt/yr,107.86412946087493
CHANGE,WT,Tully,PN,Manag_Unit_48,t/yr,470.31654721142166
CHANGE,WT,Tully,PP,Manag_Unit_48,t/yr,116.53732905867864
CHANGE,WT,Upper Herbert,DIN,Manag_Unit_48,t/yr,177.4661240105729
CHANGE,WT,Upper Herbert,DIP,Manag_Unit_48,t/yr,19.219579412071816
CHANGE,WT,Upper Herbert,DON,Manag_Unit_48,t/yr,475.2411721800945
CHANGE,WT,Upper Herbert,DOP,Manag_Unit_48,t/yr,33.577376724229026
CHANGE,WT,Upper Herbert,FS,Manag_Unit_48,kt/yr,252.4356245111363
CHANGE,WT,Upper Herbert,PN,Manag_Unit_48,t/yr,694.7939303780479
CHANGE,WT,Upper Herbert,PP,Manag_Unit_48,t/yr,182.13539805203317
PREDEV,BM,Baffle,DIN,Manag_Unit_48,t/yr,65.28075571234686
PREDEV,BM,Baffle,DIP,Manag_Unit_48,t/yr,21.851371987178165
PREDEV,BM,Baffle,DON,Manag_Unit_48,t/yr,190.8727623634537
PREDEV,BM,Baffle,DOP,Manag_Unit_48,t/yr,10.197306927349818
PREDEV,BM,Baffle,FS,Manag_Unit_48,kt/yr,11.686690433779084
PREDEV,BM,Baffle,PN,Manag_Unit_48,t/yr,47.80410340480249
PREDEV,BM,Baffle,PP,Manag_Unit_48,t/yr,25.615906448598775
PREDEV,BM,Burnett,DIN,Manag_Unit_48,t/yr,122.33336547988414
PREDEV,BM,Burnett,DIP,Manag_Unit_48,t/yr,40.47760747830099
PREDEV,BM,Burnett,DON,Manag_Unit_48,t/yr,386.60089996263804
PREDEV,BM,Burnett,DOP,Manag_Unit_48,t/yr,20.973148500585907
PREDEV,BM,Burnett,FS,Manag_Unit_48,kt/yr,174.29426855012824
PREDEV,BM,Burnett,PN,Manag_Unit_48,t/yr,764.4037790249362
PREDEV,BM,Burnett,PP,Manag_Unit_48,t/yr,245.36532987684336
PREDEV,BM,Burrum,DIN,Manag_Unit_48,t/yr,35.83268084097391
PREDEV,BM,Burrum,DIP,Manag_Unit_48,t/yr,8.918593662134755
