Scenario,Region,Basin,FU,Constituent,LoadToRegExport,BasinScale,Units
PREDEV,BU,Upper Burdekin,Sugarcane,DIP,0.0,Manag_Unit_48,t/yr
PREDEV,BU,Upper Burdekin,Urban + Other,DIP,0.5752526900688945,Manag_Unit_48,t/yr
PREDEV,BU,Upper Burdekin,Bananas,DOP,0.0,Manag_Unit_48,t/yr
PREDEV,BU,Upper Burdekin,Conservation,DOP,26.86409499106162,Manag_Unit_48,t/yr
PREDEV,BU,Upper Burdekin,Cropping,DOP,0.025270860132073896,Manag_Unit_48,t/yr
PREDEV,BU,Upper Burdekin,Dairy,DOP,0.0,Manag_Unit_48,t/yr
PREDEV,BU,Upper Burdekin,Forestry,DOP,0.9612335721731639,Manag_Unit_48,t/yr
PREDEV,BU,Upper Burdekin,Grazing,DOP,62.4480053273174,Manag_Unit_48,t/yr
PREDEV,BU,Upper Burdekin,Horticulture,DOP,0.007000882747979006,Manag_Unit_48,t/yr
PREDEV,BU,Upper Burdekin,Stream,DOP,0.0,Manag_Unit_48,t/yr
PREDEV,BU,Upper Burdekin,Sugarcane,DOP,0.0,Manag_Unit_48,t/yr
PREDEV,BU,Upper Burdekin,Urban + Other,DOP,0.3048239244488889,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Bananas,FS,0.0,Manag_Unit_48,kt/yr
PREDEV,MW,O-Connell,Conservation,FS,3.8055964061446526,Manag_Unit_48,kt/yr
PREDEV,MW,O-Connell,Cropping,FS,0.0017345804661003138,Manag_Unit_48,kt/yr
PREDEV,MW,O-Connell,Dairy,FS,0.0,Manag_Unit_48,kt/yr
PREDEV,MW,O-Connell,Forestry,FS,0.7093579489200889,Manag_Unit_48,kt/yr
PREDEV,MW,O-Connell,Grazing,FS,3.1899837130880817,Manag_Unit_48,kt/yr
PREDEV,MW,O-Connell,Horticulture,FS,0.0020465419583213166,Manag_Unit_48,kt/yr
PREDEV,MW,O-Connell,Stream,FS,28.75912132191019,Manag_Unit_48,kt/yr
PREDEV,MW,O-Connell,Sugarcane,FS,0.4055776694631448,Manag_Unit_48,kt/yr
PREDEV,MW,O-Connell,Urban + Other,FS,0.09732261165919943,Manag_Unit_48,kt/yr
PREDEV,MW,O-Connell,Bananas,PN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Conservation,PN,49.92540436223416,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Cropping,PN,0.0005974522845465838,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Dairy,PN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Forestry,PN,7.292500276808139,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Grazing,PN,35.03912562725064,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Horticulture,PN,0.0006877675561293029,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Stream,PN,46.47736089038239,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Sugarcane,PN,0.12620468797974058,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Urban + Other,PN,0.05372748757096344,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Bananas,PP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Conservation,PP,12.45777069863573,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Cropping,PP,0.00016390873180886954,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Dairy,PP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Forestry,PP,2.651545068397618,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Grazing,PP,7.760942657380254,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Horticulture,PP,0.00016856258838746126,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Stream,PP,16.31337957918756,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Sugarcane,PP,0.05464127116483893,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Urban + Other,PP,0.013599723317229147,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Bananas,DIN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Conservation,DIN,16.565562632242884,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Cropping,DIN,0.04226077663895024,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Dairy,DIN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Forestry,DIN,3.6801544887050617,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Grazing,DIN,56.64500013601853,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Horticulture,DIN,0.05043825542851443,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Stream,DIN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Sugarcane,DIN,9.934967745125578,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Urban + Other,DIN,2.2513543025322207,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Bananas,DON,0.0,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Conservation,DON,36.61711369475965,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Cropping,DON,0.09333941118564507,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Dairy,DON,0.0,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Forestry,DON,8.123987256077612,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Grazing,DON,384.99606787416064,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Horticulture,DON,0.11150099371895687,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Stream,DON,0.0,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Sugarcane,DON,21.938180979009744,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Urban + Other,DON,4.971901796300513,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Bananas,DIP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Conservation,DIP,3.5732203200489883,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Cropping,DIP,0.009150890288316227,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Dairy,DIP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Forestry,DIP,0.7862560980278689,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Grazing,DIP,14.398011583777082,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Horticulture,DIP,0.010873256827737786,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Stream,DIP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Sugarcane,DIP,2.1505922221758516,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Urban + Other,DIP,0.487367894430472,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Bananas,DOP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Conservation,DOP,3.490237694962256,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Cropping,DOP,0.008818273979786776,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Dairy,DOP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Forestry,DOP,0.789149884817622,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Grazing,DOP,6.416409022901063,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Horticulture,DOP,0.010641848599569185,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Stream,DOP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Sugarcane,DOP,2.0736233560483366,Manag_Unit_48,t/yr
PREDEV,MW,O-Connell,Urban + Other,DOP,0.46993986889330613,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Bananas,FS,0.0,Manag_Unit_48,kt/yr
PREDEV,MW,Pioneer,Conservation,FS,1.9387754715027685,Manag_Unit_48,kt/yr
PREDEV,MW,Pioneer,Cropping,FS,0.00100350733212305,Manag_Unit_48,kt/yr
PREDEV,MW,Pioneer,Dairy,FS,0.0,Manag_Unit_48,kt/yr
PREDEV,MW,Pioneer,Forestry,FS,0.9588994981880858,Manag_Unit_48,kt/yr
PREDEV,MW,Pioneer,Grazing,FS,1.019417732901329,Manag_Unit_48,kt/yr
PREDEV,MW,Pioneer,Horticulture,FS,0.0010283173595091637,Manag_Unit_48,kt/yr
PREDEV,MW,Pioneer,Stream,FS,26.150931031786815,Manag_Unit_48,kt/yr
PREDEV,MW,Pioneer,Sugarcane,FS,0.40514830351958836,Manag_Unit_48,kt/yr
PREDEV,MW,Pioneer,Urban + Other,FS,0.13812634210824007,Manag_Unit_48,kt/yr
PREDEV,MW,Pioneer,Bananas,PN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Conservation,PN,42.2071103361667,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Cropping,PN,0.0007285082361808901,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Dairy,PN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Forestry,PN,21.978503635184744,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Grazing,PN,19.910322658418547,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Horticulture,PN,0.000671220053255606,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Stream,PN,21.671515235177008,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Sugarcane,PN,0.2041173321099548,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Urban + Other,PN,0.08170258414478666,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Bananas,PP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Conservation,PP,15.409641776787765,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Cropping,PP,8.952711350675533e-05,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Dairy,PP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Forestry,PP,6.629581547843159,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Grazing,PP,4.222395577662302,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Horticulture,PP,0.00015007913145828914,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Stream,PP,16.30587330750998,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Sugarcane,PP,0.04902880820249642,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Urban + Other,PP,0.019018824035207833,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Bananas,DIN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Conservation,DIN,11.717938166593505,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Cropping,DIN,0.0239293788772693,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Dairy,DIN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Forestry,DIN,4.703902656751621,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Grazing,DIN,15.536792280627537,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Horticulture,DIN,0.023718392674969318,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Stream,DIN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Sugarcane,DIN,9.455810866068658,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Urban + Other,DIN,3.151821375751024,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Bananas,DON,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Conservation,DON,25.994816988188475,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Cropping,DON,0.052898980867131996,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Dairy,DON,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Forestry,DON,10.384017693417906,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Grazing,DON,65.24263587876915,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Horticulture,DON,0.05241896927408916,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Stream,DON,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Sugarcane,DON,20.90318545770141,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Urban + Other,DON,6.965783025415011,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Bananas,DIP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Conservation,DIP,2.4068597019712454,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Cropping,DIP,0.0049680839526365,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Dairy,DIP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Forestry,DIP,0.97967000176765,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Grazing,DIP,4.405697156440133,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Horticulture,DIP,0.005032338305844238,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Stream,DIP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Sugarcane,DIP,1.9785205164479678,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Urban + Other,DIP,0.6743771865860873,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Bananas,DOP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Conservation,DOP,2.7183682166751293,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Cropping,DOP,0.0054273304091344,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Dairy,DOP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Forestry,DOP,1.0555705165591691,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Grazing,DOP,2.1605624237378636,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Horticulture,DOP,0.0051626408018709165,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Stream,DOP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Sugarcane,DOP,2.114423665302574,Manag_Unit_48,t/yr
PREDEV,MW,Pioneer,Urban + Other,DOP,0.6747165268132819,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Bananas,FS,0.0,Manag_Unit_48,kt/yr
PREDEV,MW,Plane,Conservation,FS,1.5440694810923858,Manag_Unit_48,kt/yr
PREDEV,MW,Plane,Cropping,FS,0.00873968858856811,Manag_Unit_48,kt/yr
PREDEV,MW,Plane,Dairy,FS,0.0,Manag_Unit_48,kt/yr
PREDEV,MW,Plane,Forestry,FS,0.6980867282261484,Manag_Unit_48,kt/yr
PREDEV,MW,Plane,Grazing,FS,2.2894663589127333,Manag_Unit_48,kt/yr
PREDEV,MW,Plane,Horticulture,FS,0.004178149966811899,Manag_Unit_48,kt/yr
PREDEV,MW,Plane,Stream,FS,12.102219737521116,Manag_Unit_48,kt/yr
PREDEV,MW,Plane,Sugarcane,FS,0.669656895955183,Manag_Unit_48,kt/yr
PREDEV,MW,Plane,Urban + Other,FS,0.15479653282666156,Manag_Unit_48,kt/yr
PREDEV,MW,Plane,Bananas,PN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Conservation,PN,32.232594318330264,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Cropping,PN,0.006035072104246073,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Dairy,PN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Forestry,PN,22.459446792760104,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Grazing,PN,48.49929753593859,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Horticulture,PN,0.002368881332237212,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Stream,PN,10.862943709446881,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Sugarcane,PN,0.35104141589894733,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Urban + Other,PN,0.14468412013221904,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Bananas,PP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Conservation,PP,6.69969583511619,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Cropping,PP,0.0014201884598465872,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Dairy,PP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Forestry,PP,4.061268491500865,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Grazing,PP,8.794154878989621,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Horticulture,PP,0.0007898525194353971,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Stream,PP,5.1671499671945575,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Sugarcane,PP,0.08499964329222466,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Urban + Other,PP,0.03301500210132813,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Bananas,DIN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Conservation,DIN,10.273768915898453,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Cropping,DIN,0.22904431344522894,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Dairy,DIN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Forestry,DIN,4.015864163340732,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Grazing,DIN,49.468701768544584,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Horticulture,DIN,0.09978186516360991,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Stream,DIN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Sugarcane,DIN,17.638482853762714,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Urban + Other,DIN,3.6987216382105044,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Bananas,DON,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Conservation,DON,22.690431510348578,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Cropping,DON,0.5059305909976581,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Dairy,DON,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Forestry,DON,8.868831302916748,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Grazing,DON,329.32349174336156,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Horticulture,DON,0.2203188462151151,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Stream,DON,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Sugarcane,DON,38.94966657270068,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Urban + Other,DON,8.167717856017982,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Bananas,DIP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Conservation,DIP,2.224932170520881,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Cropping,DIP,0.049575011578459685,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Dairy,DIP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Forestry,DIP,0.8698870128975723,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Grazing,DIP,18.675714263413386,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Horticulture,DIP,0.02163215481033771,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Stream,DIP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Sugarcane,DIP,3.822382148522678,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Urban + Other,DIP,0.8014918756992219,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Bananas,DOP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Conservation,DOP,2.1429793910093244,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Cropping,DOP,0.04784506393346706,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Dairy,DOP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Forestry,DOP,0.837167909984456,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Grazing,DOP,5.488721906391301,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Horticulture,DOP,0.02075586644409514,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Stream,DOP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Sugarcane,DOP,3.672873841186274,Manag_Unit_48,t/yr
PREDEV,MW,Plane,Urban + Other,DOP,0.7703055648015441,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Bananas,FS,0.0,Manag_Unit_48,kt/yr
PREDEV,MW,Proserpine,Conservation,FS,6.285581428197845,Manag_Unit_48,kt/yr
PREDEV,MW,Proserpine,Cropping,FS,0.0008577410752851262,Manag_Unit_48,kt/yr
PREDEV,MW,Proserpine,Dairy,FS,0.0,Manag_Unit_48,kt/yr
PREDEV,MW,Proserpine,Forestry,FS,0.43440361380949866,Manag_Unit_48,kt/yr
PREDEV,MW,Proserpine,Grazing,FS,1.175591944909823,Manag_Unit_48,kt/yr
PREDEV,MW,Proserpine,Horticulture,FS,0.006696507954071334,Manag_Unit_48,kt/yr
PREDEV,MW,Proserpine,Stream,FS,3.09205017586652,Manag_Unit_48,kt/yr
PREDEV,MW,Proserpine,Sugarcane,FS,0.18845948693470105,Manag_Unit_48,kt/yr
PREDEV,MW,Proserpine,Urban + Other,FS,0.08840752897476027,Manag_Unit_48,kt/yr
PREDEV,MW,Proserpine,Bananas,PN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Conservation,PN,56.21011699775607,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Cropping,PN,0.003417004665697301,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Dairy,PN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Forestry,PN,3.130544764402267,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Grazing,PN,8.46443672604109,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Horticulture,PN,0.0050000523799517225,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Stream,PN,3.062375066386133,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Sugarcane,PN,0.033519656685668406,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Urban + Other,PN,0.04480498503503528,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Bananas,PP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Conservation,PP,14.203977406130289,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Cropping,PP,0.002391696653163145,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Dairy,PP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Forestry,PP,0.7979755912478559,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Grazing,PP,2.08472589715254,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Horticulture,PP,0.004445253390035433,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Stream,PP,1.9133783747646238,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Sugarcane,PP,0.026840431304879658,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Urban + Other,PP,0.014124782836315726,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Bananas,DIN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Conservation,DIN,19.360842002559995,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Cropping,DIN,0.01572929946303107,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Dairy,DIN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Forestry,DIN,2.5028886280304254,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Grazing,DIN,47.19716748971125,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Horticulture,DIN,0.16880948429397094,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Stream,DIN,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Sugarcane,DIN,6.983958167138711,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Urban + Other,DIN,2.663750107137444,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Bananas,DON,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Conservation,DON,42.76550313299404,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Cropping,DON,0.03444429040334307,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Dairy,DON,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Forestry,DON,5.495698646517366,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Grazing,DON,127.1909149244806,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Horticulture,DON,0.3726267510230744,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Stream,DON,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Sugarcane,DON,15.397843838659863,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Urban + Other,DON,5.8796357266872885,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Bananas,DIP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Conservation,DIP,4.190624407808259,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Cropping,DIP,0.003376417268223039,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Dairy,DIP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Forestry,DIP,0.5370400136859202,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Grazing,DIP,11.946448109706942,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Horticulture,DIP,0.036446790755931484,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Stream,DIP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Sugarcane,DIP,1.509889136960627,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Urban + Other,DIP,0.5760872840597879,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Bananas,DOP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Conservation,DOP,4.044023934334124,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Cropping,DOP,0.0032930671797656752,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Dairy,DOP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Forestry,DOP,0.5268634281334632,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Grazing,DOP,5.30576165007047,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Horticulture,DOP,0.03540806074707217,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Stream,DOP,0.0,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Sugarcane,DOP,1.4575394710635137,Manag_Unit_48,t/yr
PREDEV,MW,Proserpine,Urban + Other,DOP,0.556660654319702,Manag_Unit_48,t/yr
PREDEV,FI,Boyne,Bananas,FS,0.0,Manag_Unit_48,kt/yr
PREDEV,FI,Boyne,Conservation,FS,0.6536584395054315,Manag_Unit_48,kt/yr
PREDEV,FI,Boyne,Cropping,FS,0.00032544265702448723,Manag_Unit_48,kt/yr
PREDEV,FI,Boyne,Dairy,FS,0.0,Manag_Unit_48,kt/yr
PREDEV,FI,Boyne,Forestry,FS,0.16367509104606137,Manag_Unit_48,kt/yr
PREDEV,FI,Boyne,Grazing,FS,0.5152672032482407,Manag_Unit_48,kt/yr
PREDEV,FI,Boyne,Horticulture,FS,0.000293843518274899,Manag_Unit_48,kt/yr
PREDEV,FI,Boyne,Stream,FS,0.29800201612821575,Manag_Unit_48,kt/yr
PREDEV,FI,Boyne,Sugarcane,FS,0.0,Manag_Unit_48,kt/yr
PREDEV,FI,Boyne,Urban + Other,FS,0.031945600428282935,Manag_Unit_48,kt/yr
PREDEV,FI,Boyne,Bananas,PN,0.0,Manag_Unit_48,t/yr
