Scenario,Region,Basin,Constituent,BasinScale,Units,LoadToRegExport
PREDEV,BM,Burrum,FS,Manag_Unit_48,kt/yr,6.802261097856489
PREDEV,BM,Burrum,PN,Manag_Unit_48,t/yr,21.518607236352935
PREDEV,BM,Burrum,PP,Manag_Unit_48,t/yr,6.20407547221315
PREDEV,BM,Kolan,DIN,Manag_Unit_48,t/yr,29.3967131972071
PREDEV,BM,Kolan,DIP,Manag_Unit_48,t/yr,9.769319753443716
PREDEV,BM,Kolan,DON,Manag_Unit_48,t/yr,89.28184466117202
PREDEV,BM,Kolan,DOP,Manag_Unit_48,t/yr,4.559015884940397
PREDEV,BM,Kolan,FS,Manag_Unit_48,kt/yr,13.777697336484069
PREDEV,BM,Kolan,PN,Manag_Unit_48,t/yr,48.085981819660226
PREDEV,BM,Kolan,PP,Manag_Unit_48,t/yr,16.484933721641983
PREDEV,BM,Mary,DIN,Manag_Unit_48,t/yr,186.22991780147174
PREDEV,BM,Mary,DIP,Manag_Unit_48,t/yr,24.126336516440556
PREDEV,BM,Mary,DON,Manag_Unit_48,t/yr,547.1040337427801
PREDEV,BM,Mary,DOP,Manag_Unit_48,t/yr,27.500363655491498
PREDEV,BM,Mary,FS,Manag_Unit_48,kt/yr,54.30584836296898
PREDEV,BM,Mary,PN,Manag_Unit_48,t/yr,147.01330844643854
PREDEV,BM,Mary,PP,Manag_Unit_48,t/yr,56.263275259993506
PREDEV,BU,Belyando,DIN,Manag_Unit_48,t/yr,26.903050189931374
PREDEV,BU,Belyando,DIP,Manag_Unit_48,t/yr,26.810929455821917
PREDEV,BU,Belyando,DON,Manag_Unit_48,t/yr,235.7470035916187
PREDEV,BU,Belyando,DOP,Manag_Unit_48,t/yr,10.72409420956761
PREDEV,BU,Belyando,FS,Manag_Unit_48,kt/yr,2.7749570400375547
PREDEV,BU,Belyando,PN,Manag_Unit_48,t/yr,2.559291438892057
PREDEV,BU,Belyando,PP,Manag_Unit_48,t/yr,2.2673649968170375
PREDEV,BU,Black,DIN,Manag_Unit_48,t/yr,34.692757688823804
PREDEV,BU,Black,DIP,Manag_Unit_48,t/yr,20.439791921354043
PREDEV,BU,Black,DON,Manag_Unit_48,t/yr,163.5511120442231
PREDEV,BU,Black,DOP,Manag_Unit_48,t/yr,7.115156206056092
PREDEV,BU,Black,FS,Manag_Unit_48,kt/yr,11.974436447047601
PREDEV,BU,Black,PN,Manag_Unit_48,t/yr,34.449312283540614
PREDEV,BU,Black,PP,Manag_Unit_48,t/yr,10.679597861433846
PREDEV,BU,Bowen Bogie,DIN,Manag_Unit_48,t/yr,246.07982331313232
PREDEV,BU,Bowen Bogie,DIP,Manag_Unit_48,t/yr,65.66646920034047
PREDEV,BU,Bowen Bogie,DON,Manag_Unit_48,t/yr,393.93221813359787
PREDEV,BU,Bowen Bogie,DOP,Manag_Unit_48,t/yr,24.607056383411383
PREDEV,BU,Bowen Bogie,FS,Manag_Unit_48,kt/yr,193.5473195492984
PREDEV,BU,Bowen Bogie,PN,Manag_Unit_48,t/yr,245.40235733442861
PREDEV,BU,Bowen Bogie,PP,Manag_Unit_48,t/yr,182.62439198376097
PREDEV,BU,Burdekin Delta,DIN,Manag_Unit_48,t/yr,7.971166755041349
PREDEV,BU,Burdekin Delta,DIP,Manag_Unit_48,t/yr,2.803791357528509
PREDEV,BU,Burdekin Delta,DON,Manag_Unit_48,t/yr,19.9128287004772
PREDEV,BU,Burdekin Delta,DOP,Manag_Unit_48,t/yr,1.0540794678650953
PREDEV,BU,Burdekin Delta,FS,Manag_Unit_48,kt/yr,8.02594871628099
PREDEV,BU,Burdekin Delta,PN,Manag_Unit_48,t/yr,16.611345798275124
PREDEV,BU,Burdekin Delta,PP,Manag_Unit_48,t/yr,15.432174133029381
PREDEV,BU,Cape Campaspe,DIN,Manag_Unit_48,t/yr,32.1399980989545
PREDEV,BU,Cape Campaspe,DIP,Manag_Unit_48,t/yr,12.933034436056564
PREDEV,BU,Cape Campaspe,DON,Manag_Unit_48,t/yr,212.0888368399415
PREDEV,BU,Cape Campaspe,DOP,Manag_Unit_48,t/yr,12.751800478579938
PREDEV,BU,Cape Campaspe,FS,Manag_Unit_48,kt/yr,5.689001139805627
PREDEV,BU,Cape Campaspe,PN,Manag_Unit_48,t/yr,10.775104096593655
PREDEV,BU,Cape Campaspe,PP,Manag_Unit_48,t/yr,4.119230773573318
PREDEV,BU,Don,DIN,Manag_Unit_48,t/yr,62.37044771190355
PREDEV,BU,Don,DIP,Manag_Unit_48,t/yr,31.25719683242795
PREDEV,BU,Don,DON,Manag_Unit_48,t/yr,154.18125269791383
PREDEV,BU,Don,DOP,Manag_Unit_48,t/yr,12.777094125990539
PREDEV,BU,Don,FS,Manag_Unit_48,kt/yr,23.65708309229345
PREDEV,BU,Don,PN,Manag_Unit_48,t/yr,54.2715897441009
PREDEV,BU,Don,PP,Manag_Unit_48,t/yr,35.31240600172534
PREDEV,BU,East Burdekin,DIN,Manag_Unit_48,t/yr,31.623271146984393
PREDEV,BU,East Burdekin,DIP,Manag_Unit_48,t/yr,9.520269635411603
PREDEV,BU,East Burdekin,DON,Manag_Unit_48,t/yr,76.09323844583896
PREDEV,BU,East Burdekin,DOP,Manag_Unit_48,t/yr,3.19428987339948
PREDEV,BU,East Burdekin,FS,Manag_Unit_48,kt/yr,27.972971115258755
PREDEV,BU,East Burdekin,PN,Manag_Unit_48,t/yr,24.674013797791403
PREDEV,BU,East Burdekin,PP,Manag_Unit_48,t/yr,25.643673517835868
PREDEV,BU,Haughton,DIN,Manag_Unit_48,t/yr,81.83610012187212
PREDEV,BU,Haughton,DIP,Manag_Unit_48,t/yr,24.84497845152042
PREDEV,BU,Haughton,DON,Manag_Unit_48,t/yr,198.7231409976135
PREDEV,BU,Haughton,DOP,Manag_Unit_48,t/yr,8.477758427146073
PREDEV,BU,Haughton,FS,Manag_Unit_48,kt/yr,21.417075348683035
PREDEV,BU,Haughton,PN,Manag_Unit_48,t/yr,115.90773751939062
PREDEV,BU,Haughton,PP,Manag_Unit_48,t/yr,36.06873882945863
PREDEV,BU,Ross,DIN,Manag_Unit_48,t/yr,31.503901907203037
PREDEV,BU,Ross,DIP,Manag_Unit_48,t/yr,17.688021695297742
PREDEV,BU,Ross,DON,Manag_Unit_48,t/yr,141.09882071261237
PREDEV,BU,Ross,DOP,Manag_Unit_48,t/yr,6.525546009918255
PREDEV,BU,Ross,FS,Manag_Unit_48,kt/yr,17.544022558701496
PREDEV,BU,Ross,PN,Manag_Unit_48,t/yr,64.95027972230612
PREDEV,BU,Ross,PP,Manag_Unit_48,t/yr,18.479958857910518
PREDEV,BU,Suttor,DIN,Manag_Unit_48,t/yr,34.114072857161794
PREDEV,BU,Suttor,DIP,Manag_Unit_48,t/yr,26.910649735203545
PREDEV,BU,Suttor,DON,Manag_Unit_48,t/yr,335.6133681712204
PREDEV,BU,Suttor,DOP,Manag_Unit_48,t/yr,7.639884734652522
PREDEV,BU,Suttor,FS,Manag_Unit_48,kt/yr,3.818117042852578
PREDEV,BU,Suttor,PN,Manag_Unit_48,t/yr,4.163894195638649
PREDEV,BU,Suttor,PP,Manag_Unit_48,t/yr,2.4888267365487944
PREDEV,BU,Upper Burdekin,DIN,Manag_Unit_48,t/yr,453.9081474222165
PREDEV,BU,Upper Burdekin,DIP,Manag_Unit_48,t/yr,90.97788873031443
PREDEV,BU,Upper Burdekin,DON,Manag_Unit_48,t/yr,1088.215580846418
PREDEV,BU,Upper Burdekin,DOP,Manag_Unit_48,t/yr,90.61042955788112
PREDEV,BU,Upper Burdekin,FS,Manag_Unit_48,kt/yr,197.53966277895364
PREDEV,BU,Upper Burdekin,PN,Manag_Unit_48,t/yr,325.1325780439638
PREDEV,BU,Upper Burdekin,PP,Manag_Unit_48,t/yr,180.45723397232027
PREDEV,CY,Endeavour,DIN,Manag_Unit_48,t/yr,36.31925128950849
PREDEV,CY,Endeavour,DIP,Manag_Unit_48,t/yr,4.76602191657577
PREDEV,CY,Endeavour,DON,Manag_Unit_48,t/yr,208.73011709400353
PREDEV,CY,Endeavour,DOP,Manag_Unit_48,t/yr,14.355841281411351
PREDEV,CY,Endeavour,FS,Manag_Unit_48,kt/yr,55.78069166943382
PREDEV,CY,Endeavour,PN,Manag_Unit_48,t/yr,264.0884040133533
PREDEV,CY,Endeavour,PP,Manag_Unit_48,t/yr,100.95324556846117
PREDEV,CY,Jacky Jacky,DIN,Manag_Unit_48,t/yr,45.492209934735634
PREDEV,CY,Jacky Jacky,DIP,Manag_Unit_48,t/yr,3.840786691611621
PREDEV,CY,Jacky Jacky,DON,Manag_Unit_48,t/yr,258.3397578221426
PREDEV,CY,Jacky Jacky,DOP,Manag_Unit_48,t/yr,15.66176194874842
PREDEV,CY,Jacky Jacky,FS,Manag_Unit_48,kt/yr,10.669597311682812
PREDEV,CY,Jacky Jacky,PN,Manag_Unit_48,t/yr,174.9513025743652
PREDEV,CY,Jacky Jacky,PP,Manag_Unit_48,t/yr,68.04626012338707
PREDEV,CY,Jeannie,DIN,Manag_Unit_48,t/yr,31.521694177414975
PREDEV,CY,Jeannie,DIP,Manag_Unit_48,t/yr,4.101851839868638
PREDEV,CY,Jeannie,DON,Manag_Unit_48,t/yr,177.00527901006478
PREDEV,CY,Jeannie,DOP,Manag_Unit_48,t/yr,11.65202512382402
PREDEV,CY,Jeannie,FS,Manag_Unit_48,kt/yr,34.61199423516592
PREDEV,CY,Jeannie,PN,Manag_Unit_48,t/yr,173.72255500351838
PREDEV,CY,Jeannie,PP,Manag_Unit_48,t/yr,98.63370322825062
PREDEV,CY,Lockhart,DIN,Manag_Unit_48,t/yr,39.087070419597175
PREDEV,CY,Lockhart,DIP,Manag_Unit_48,t/yr,3.3206375868422486
PREDEV,CY,Lockhart,DON,Manag_Unit_48,t/yr,223.45107808480213
PREDEV,CY,Lockhart,DOP,Manag_Unit_48,t/yr,13.66284065862387
PREDEV,CY,Lockhart,FS,Manag_Unit_48,kt/yr,19.402685409214733
PREDEV,CY,Lockhart,PN,Manag_Unit_48,t/yr,82.79460998118294
PREDEV,CY,Lockhart,PP,Manag_Unit_48,t/yr,27.99339022287896
PREDEV,CY,Normanby,DIN,Manag_Unit_48,t/yr,162.44180113068094
PREDEV,CY,Normanby,DIP,Manag_Unit_48,t/yr,24.307305928331942
PREDEV,CY,Normanby,DON,Manag_Unit_48,t/yr,879.4195331711878
PREDEV,CY,Normanby,DOP,Manag_Unit_48,t/yr,65.3182975545833
PREDEV,CY,Normanby,FS,Manag_Unit_48,kt/yr,41.70244640219553
PREDEV,CY,Normanby,PN,Manag_Unit_48,t/yr,213.73922728459846
PREDEV,CY,Normanby,PP,Manag_Unit_48,t/yr,81.0255673009599
PREDEV,CY,Olive Pascoe,DIN,Manag_Unit_48,t/yr,121.2091745519429
PREDEV,CY,Olive Pascoe,DIP,Manag_Unit_48,t/yr,6.506516211318918
PREDEV,CY,Olive Pascoe,DON,Manag_Unit_48,t/yr,437.3923354905396
PREDEV,CY,Olive Pascoe,DOP,Manag_Unit_48,t/yr,26.219122457658603
PREDEV,CY,Olive Pascoe,FS,Manag_Unit_48,kt/yr,65.11638792902511
PREDEV,CY,Olive Pascoe,PN,Manag_Unit_48,t/yr,388.17718323123853
PREDEV,CY,Olive Pascoe,PP,Manag_Unit_48,t/yr,54.74500645563566
PREDEV,CY,Stewart,DIN,Manag_Unit_48,t/yr,33.51820028676567
PREDEV,CY,Stewart,DIP,Manag_Unit_48,t/yr,2.6751241148815073
PREDEV,CY,Stewart,DON,Manag_Unit_48,t/yr,179.20165615649174
PREDEV,CY,Stewart,DOP,Manag_Unit_48,t/yr,9.992141005394641
PREDEV,CY,Stewart,FS,Manag_Unit_48,kt/yr,13.32446273224711
PREDEV,CY,Stewart,PN,Manag_Unit_48,t/yr,72.5718196970757
PREDEV,CY,Stewart,PP,Manag_Unit_48,t/yr,20.881268526437367
PREDEV,FI,Boyne,DIN,Manag_Unit_48,t/yr,22.02479783773802
PREDEV,FI,Boyne,DIP,Manag_Unit_48,t/yr,12.169121797441507
PREDEV,FI,Boyne,DON,Manag_Unit_48,t/yr,72.8542064042475
PREDEV,FI,Boyne,DOP,Manag_Unit_48,t/yr,2.445711382906077
PREDEV,FI,Boyne,FS,Manag_Unit_48,kt/yr,1.6631676365315315
PREDEV,FI,Boyne,PN,Manag_Unit_48,t/yr,8.103229330964279
PREDEV,FI,Boyne,PP,Manag_Unit_48,t/yr,3.172703133564936
PREDEV,FI,Calliope,DIN,Manag_Unit_48,t/yr,24.538436466925543
PREDEV,FI,Calliope,DIP,Manag_Unit_48,t/yr,13.5075527771874
PREDEV,FI,Calliope,DON,Manag_Unit_48,t/yr,80.67976530596839
PREDEV,FI,Calliope,DOP,Manag_Unit_48,t/yr,2.708941364567651
PREDEV,FI,Calliope,FS,Manag_Unit_48,kt/yr,8.00745117228029
PREDEV,FI,Calliope,PN,Manag_Unit_48,t/yr,41.193393488369445
PREDEV,FI,Calliope,PP,Manag_Unit_48,t/yr,17.02620655251946
PREDEV,FI,Comet,DIN,Manag_Unit_48,t/yr,47.63056014645404
PREDEV,FI,Comet,DIP,Manag_Unit_48,t/yr,26.55779643961789
PREDEV,FI,Comet,DON,Manag_Unit_48,t/yr,158.11566668942817
PREDEV,FI,Comet,DOP,Manag_Unit_48,t/yr,5.335451670645344
PREDEV,FI,Comet,FS,Manag_Unit_48,kt/yr,23.664801168643354
PREDEV,FI,Comet,PN,Manag_Unit_48,t/yr,74.49848968535377
PREDEV,FI,Comet,PP,Manag_Unit_48,t/yr,65.11182073614901
PREDEV,FI,Dawson,DIN,Manag_Unit_48,t/yr,132.7826625522495
PREDEV,FI,Dawson,DIP,Manag_Unit_48,t/yr,70.50797241178857
PREDEV,FI,Dawson,DON,Manag_Unit_48,t/yr,424.6874984291177
PREDEV,FI,Dawson,DOP,Manag_Unit_48,t/yr,14.11995395425446
PREDEV,FI,Dawson,FS,Manag_Unit_48,kt/yr,66.99051743258144
PREDEV,FI,Dawson,PN,Manag_Unit_48,t/yr,340.7747248626761
PREDEV,FI,Dawson,PP,Manag_Unit_48,t/yr,195.18833109778262
PREDEV,FI,Fitzroy,DIN,Manag_Unit_48,t/yr,54.268681207205574
PREDEV,FI,Fitzroy,DIP,Manag_Unit_48,t/yr,29.935777143996404
PREDEV,FI,Fitzroy,DON,Manag_Unit_48,t/yr,177.67468139721063
PREDEV,FI,Fitzroy,DOP,Manag_Unit_48,t/yr,5.991616785399362
PREDEV,FI,Fitzroy,FS,Manag_Unit_48,kt/yr,55.36288498160966
PREDEV,FI,Fitzroy,PN,Manag_Unit_48,t/yr,176.70419686898808
PREDEV,FI,Fitzroy,PP,Manag_Unit_48,t/yr,91.32880965627683
PREDEV,FI,Isaac,DIN,Manag_Unit_48,t/yr,193.5177384461264
PREDEV,FI,Isaac,DIP,Manag_Unit_48,t/yr,105.05725641750251
PREDEV,FI,Isaac,DON,Manag_Unit_48,t/yr,629.8212055078542
PREDEV,FI,Isaac,DOP,Manag_Unit_48,t/yr,21.036743778045373
PREDEV,FI,Isaac,FS,Manag_Unit_48,kt/yr,28.33957623187343
PREDEV,FI,Isaac,PN,Manag_Unit_48,t/yr,165.21621419686758
PREDEV,FI,Isaac,PP,Manag_Unit_48,t/yr,96.94898030958328
PREDEV,FI,Mackenzie,DIN,Manag_Unit_48,t/yr,43.548561346046036
PREDEV,FI,Mackenzie,DIP,Manag_Unit_48,t/yr,23.93228463231598
PREDEV,FI,Mackenzie,DON,Manag_Unit_48,t/yr,142.4018054744294
PREDEV,FI,Mackenzie,DOP,Manag_Unit_48,t/yr,4.7880125364023955
PREDEV,FI,Mackenzie,FS,Manag_Unit_48,kt/yr,55.533086713590215
PREDEV,FI,Mackenzie,PN,Manag_Unit_48,t/yr,115.11490137150744
PREDEV,FI,Mackenzie,PP,Manag_Unit_48,t/yr,76.48186018743111
PREDEV,FI,Nogoa,DIN,Manag_Unit_48,t/yr,35.44716275186315
PREDEV,FI,Nogoa,DIP,Manag_Unit_48,t/yr,19.67855616380095
PREDEV,FI,Nogoa,DON,Manag_Unit_48,t/yr,118.46706573970889
PREDEV,FI,Nogoa,DOP,Manag_Unit_48,t/yr,3.9637931566087294
PREDEV,FI,Nogoa,FS,Manag_Unit_48,kt/yr,8.636297968075901
PREDEV,FI,Nogoa,PN,Manag_Unit_48,t/yr,25.424920851016303
PREDEV,FI,Nogoa,PP,Manag_Unit_48,t/yr,14.319947958299517
PREDEV,FI,Shoalwater,DIN,Manag_Unit_48,t/yr,16.87003417873292
PREDEV,FI,Shoalwater,DIP,Manag_Unit_48,t/yr,11.166283587205015
PREDEV,FI,Shoalwater,DON,Manag_Unit_48,t/yr,66.90952590006006
PREDEV,FI,Shoalwater,DOP,Manag_Unit_48,t/yr,2.322078074477587
PREDEV,FI,Shoalwater,FS,Manag_Unit_48,kt/yr,20.538669515002496
PREDEV,FI,Shoalwater,PN,Manag_Unit_48,t/yr,83.05822508739243
PREDEV,FI,Shoalwater,PP,Manag_Unit_48,t/yr,26.741646793602417
PREDEV,FI,Styx,DIN,Manag_Unit_48,t/yr,22.997084057679405
PREDEV,FI,Styx,DIP,Manag_Unit_48,t/yr,12.751252228020306
PREDEV,FI,Styx,DON,Manag_Unit_48,t/yr,76.68816267223168
PREDEV,FI,Styx,DOP,Manag_Unit_48,t/yr,2.5660212500471458
PREDEV,FI,Styx,FS,Manag_Unit_48,kt/yr,13.433836616202269
PREDEV,FI,Styx,PN,Manag_Unit_48,t/yr,67.20609237934545
PREDEV,FI,Styx,PP,Manag_Unit_48,t/yr,21.312840650748317
PREDEV,FI,Theresa,DIN,Manag_Unit_48,t/yr,19.289594212480477
PREDEV,FI,Theresa,DIP,Manag_Unit_48,t/yr,10.595772516861626
PREDEV,FI,Theresa,DON,Manag_Unit_48,t/yr,62.84047668006437
PREDEV,FI,Theresa,DOP,Manag_Unit_48,t/yr,2.118138578644784
PREDEV,FI,Theresa,FS,Manag_Unit_48,kt/yr,7.839205199008226
PREDEV,FI,Theresa,PN,Manag_Unit_48,t/yr,24.930499414566363
PREDEV,FI,Theresa,PP,Manag_Unit_48,t/yr,11.934466389508305
PREDEV,FI,Water Park,DIN,Manag_Unit_48,t/yr,29.12307889607908
PREDEV,FI,Water Park,DIP,Manag_Unit_48,t/yr,17.16071427705435
PREDEV,FI,Water Park,DON,Manag_Unit_48,t/yr,106.55478425412741
PREDEV,FI,Water Park,DOP,Manag_Unit_48,t/yr,3.584497068353668
PREDEV,FI,Water Park,FS,Manag_Unit_48,kt/yr,7.929344461078151
PREDEV,FI,Water Park,PN,Manag_Unit_48,t/yr,53.48502276936901
PREDEV,FI,Water Park,PP,Manag_Unit_48,t/yr,12.536954293300278
PREDEV,MW,O-Connell,DIN,Manag_Unit_48,t/yr,89.16973833669174
PREDEV,MW,O-Connell,DIP,Manag_Unit_48,t/yr,21.415472265576316
PREDEV,MW,O-Connell,DON,Manag_Unit_48,t/yr,456.8520920052128
PREDEV,MW,O-Connell,DOP,Manag_Unit_48,t/yr,13.258819950201941
PREDEV,MW,O-Connell,FS,Manag_Unit_48,kt/yr,36.97074079360978
PREDEV,MW,O-Connell,PN,Manag_Unit_48,t/yr,138.91560855206671
PREDEV,MW,O-Connell,PP,Manag_Unit_48,t/yr,39.25221146940343
PREDEV,MW,Pioneer,DIN,Manag_Unit_48,t/yr,44.61391311734458
PREDEV,MW,Pioneer,DIP,Manag_Unit_48,t/yr,10.455124985471564
PREDEV,MW,Pioneer,DON,Manag_Unit_48,t/yr,129.59575699363316
PREDEV,MW,Pioneer,DOP,Manag_Unit_48,t/yr,8.734231320299022
PREDEV,MW,Pioneer,FS,Manag_Unit_48,kt/yr,30.61333020469846
PREDEV,MW,Pioneer,PN,Manag_Unit_48,t/yr,106.05467150949119
PREDEV,MW,Pioneer,PP,Manag_Unit_48,t/yr,42.635779448285874
PREDEV,MW,Plane,DIN,Manag_Unit_48,t/yr,85.42436551836582
PREDEV,MW,Plane,DIP,Manag_Unit_48,t/yr,26.46561463744254
PREDEV,MW,Plane,DON,Manag_Unit_48,t/yr,408.72638842255833
PREDEV,MW,Plane,DOP,Manag_Unit_48,t/yr,12.980649543750461
PREDEV,MW,Plane,FS,Manag_Unit_48,kt/yr,17.47121357308961
PREDEV,MW,Plane,PN,Manag_Unit_48,t/yr,114.5584118459435
PREDEV,MW,Plane,PP,Manag_Unit_48,t/yr,24.84249385917407
PREDEV,MW,Proserpine,DIN,Manag_Unit_48,t/yr,78.89314517833482
PREDEV,MW,Proserpine,DIP,Manag_Unit_48,t/yr,18.79991216024569
PREDEV,MW,Proserpine,DON,Manag_Unit_48,t/yr,197.13666731076557
PREDEV,MW,Proserpine,DOP,Manag_Unit_48,t/yr,11.92955026584811
PREDEV,MW,Proserpine,FS,Manag_Unit_48,kt/yr,11.272048427722504
PREDEV,MW,Proserpine,PN,Manag_Unit_48,t/yr,70.9542152533519
PREDEV,MW,Proserpine,PP,Manag_Unit_48,t/yr,19.0478594334797
PREDEV,WT,Barron,DIN,Manag_Unit_48,t/yr,34.5825521433203
PREDEV,WT,Barron,DIP,Manag_Unit_48,t/yr,4.231495147545286
PREDEV,WT,Barron,DON,Manag_Unit_48,t/yr,167.3539302951152
PREDEV,WT,Barron,DOP,Manag_Unit_48,t/yr,6.314114805757717
PREDEV,WT,Barron,FS,Manag_Unit_48,kt/yr,83.96381596044066
PREDEV,WT,Barron,PN,Manag_Unit_48,t/yr,241.1916251308525
PREDEV,WT,Barron,PP,Manag_Unit_48,t/yr,52.3869228754494
PREDEV,WT,Daintree,DIN,Manag_Unit_48,t/yr,324.67340884381025
PREDEV,WT,Daintree,DIP,Manag_Unit_48,t/yr,10.181687995006259
PREDEV,WT,Daintree,DON,Manag_Unit_48,t/yr,475.927261679509
PREDEV,WT,Daintree,DOP,Manag_Unit_48,t/yr,37.56138621495222
PREDEV,WT,Daintree,FS,Manag_Unit_48,kt/yr,68.7470787793792
PREDEV,WT,Daintree,PN,Manag_Unit_48,t/yr,716.4630825153444
PREDEV,WT,Daintree,PP,Manag_Unit_48,t/yr,128.36058578133532
PREDEV,WT,Johnstone,DIN,Manag_Unit_48,t/yr,237.29308614225653
PREDEV,WT,Johnstone,DIP,Manag_Unit_48,t/yr,18.174740887514293
PREDEV,WT,Johnstone,DON,Manag_Unit_48,t/yr,248.73620612041395
PREDEV,WT,Johnstone,DOP,Manag_Unit_48,t/yr,37.79981339855385
PREDEV,WT,Johnstone,FS,Manag_Unit_48,kt/yr,110.9078687410183
PREDEV,WT,Johnstone,PN,Manag_Unit_48,t/yr,652.3557858473581
PREDEV,WT,Johnstone,PP,Manag_Unit_48,t/yr,155.41768187798957
PREDEV,WT,Lower Herbert,DIN,Manag_Unit_48,t/yr,137.6712441161111
PREDEV,WT,Lower Herbert,DIP,Manag_Unit_48,t/yr,12.827335967358293
PREDEV,WT,Lower Herbert,DON,Manag_Unit_48,t/yr,402.9378033153832
PREDEV,WT,Lower Herbert,DOP,Manag_Unit_48,t/yr,37.033093620840546
PREDEV,WT,Lower Herbert,FS,Manag_Unit_48,kt/yr,62.486243894543954
PREDEV,WT,Lower Herbert,PN,Manag_Unit_48,t/yr,263.96624604695097
PREDEV,WT,Lower Herbert,PP,Manag_Unit_48,t/yr,35.721141314448474
PREDEV,WT,Mossman,DIN,Manag_Unit_48,t/yr,29.013100782919214
PREDEV,WT,Mossman,DIP,Manag_Unit_48,t/yr,2.9630425974087125
PREDEV,WT,Mossman,DON,Manag_Unit_48,t/yr,56.36800662761139
PREDEV,WT,Mossman,DOP,Manag_Unit_48,t/yr,4.995249756773799
PREDEV,WT,Mossman,FS,Manag_Unit_48,kt/yr,9.549249821548571
PREDEV,WT,Mossman,PN,Manag_Unit_48,t/yr,32.54144459741088
PREDEV,WT,Mossman,PP,Manag_Unit_48,t/yr,6.891760015969914
PREDEV,WT,Mulgrave-Russell,DIN,Manag_Unit_48,t/yr,204.5922066741391
PREDEV,WT,Mulgrave-Russell,DIP,Manag_Unit_48,t/yr,12.995406826580336
PREDEV,WT,Mulgrave-Russell,DON,Manag_Unit_48,t/yr,364.4591388589765
PREDEV,WT,Mulgrave-Russell,DOP,Manag_Unit_48,t/yr,30.52886711376437
PREDEV,WT,Mulgrave-Russell,FS,Manag_Unit_48,kt/yr,42.21093246619978
PREDEV,WT,Mulgrave-Russell,PN,Manag_Unit_48,t/yr,315.40475846802315
PREDEV,WT,Mulgrave-Russell,PP,Manag_Unit_48,t/yr,54.97927010069822
PREDEV,WT,Murray,DIN,Manag_Unit_48,t/yr,108.2936075049817
PREDEV,WT,Murray,DIP,Manag_Unit_48,t/yr,3.4708701610575705
PREDEV,WT,Murray,DON,Manag_Unit_48,t/yr,128.61892411885552
PREDEV,WT,Murray,DOP,Manag_Unit_48,t/yr,10.829360750498143
PREDEV,WT,Murray,FS,Manag_Unit_48,kt/yr,19.021945996746595
PREDEV,WT,Murray,PN,Manag_Unit_48,t/yr,85.72395775079418
PREDEV,WT,Murray,PP,Manag_Unit_48,t/yr,11.266360893150246
PREDEV,WT,Tully,DIN,Manag_Unit_48,t/yr,258.12946295844614
PREDEV,WT,Tully,DIP,Manag_Unit_48,t/yr,7.296776087482351
PREDEV,WT,Tully,DON,Manag_Unit_48,t/yr,305.74576942943975
PREDEV,WT,Tully,DOP,Manag_Unit_48,t/yr,31.774468732601516
PREDEV,WT,Tully,FS,Manag_Unit_48,kt/yr,53.21757800403447
PREDEV,WT,Tully,PN,Manag_Unit_48,t/yr,271.1744499429115
PREDEV,WT,Tully,PP,Manag_Unit_48,t/yr,49.3168388291426
PREDEV,WT,Upper Herbert,DIN,Manag_Unit_48,t/yr,84.26383495391931
PREDEV,WT,Upper Herbert,DIP,Manag_Unit_48,t/yr,7.578053861342792
PREDEV,WT,Upper Herbert,DON,Manag_Unit_48,t/yr,248.0292805702221
PREDEV,WT,Upper Herbert,DOP,Manag_Unit_48,t/yr,28.84133094723429
PREDEV,WT,Upper Herbert,FS,Manag_Unit_48,kt/yr,119.28166872925722
PREDEV,WT,Upper Herbert,PN,Manag_Unit_48,t/yr,321.4163806132214
PREDEV,WT,Upper Herbert,PP,Manag_Unit_48,t/yr,79.83688820999043
