Scenario,Region,Basin,Constituent,BasinScale,Units,LoadToStream
CHANGE,FI,Shoalwater,DOP,Basin_35,t/yr,2.3402018003629443
CHANGE,FI,Shoalwater,FS,Basin_35,kt/yr,44.398394796125174
CHANGE,FI,Shoalwater,PN,Basin_35,t/yr,119.81031114942476
CHANGE,FI,Shoalwater,PP,Basin_35,t/yr,38.22955267363864
CHANGE,FI,Styx,DIN,Basin_35,t/yr,34.096341586236875
CHANGE,FI,Styx,DIP,Basin_35,t/yr,16.213703653756067
CHANGE,FI,Styx,DON,Basin_35,t/yr,79.28521250226112
CHANGE,FI,Styx,DOP,Basin_35,t/yr,3.5279785396000314
CHANGE,FI,Styx,FS,Basin_35,kt/yr,64.3875771370885
CHANGE,FI,Styx,PN,Basin_35,t/yr,178.86162791505024
CHANGE,FI,Styx,PP,Basin_35,t/yr,59.59836803015158
CHANGE,FI,Water Park,DIN,Basin_35,t/yr,49.65494381436434
CHANGE,FI,Water Park,DIP,Basin_35,t/yr,22.274074280634533
CHANGE,FI,Water Park,DON,Basin_35,t/yr,114.33721870587812
CHANGE,FI,Water Park,DOP,Basin_35,t/yr,5.43884740794689
CHANGE,FI,Water Park,FS,Basin_35,kt/yr,12.106092039050882
CHANGE,FI,Water Park,PN,Basin_35,t/yr,65.07059041873268
CHANGE,FI,Water Park,PP,Basin_35,t/yr,16.2468346430524
CHANGE,MW,O-Connell,DIN,Basin_35,t/yr,164.8961661992747
CHANGE,MW,O-Connell,DIP,Basin_35,t/yr,34.09276835946736
CHANGE,MW,O-Connell,DON,Basin_35,t/yr,580.456784953177
CHANGE,MW,O-Connell,DOP,Basin_35,t/yr,14.498435464059526
CHANGE,MW,O-Connell,FS,Basin_35,kt/yr,230.40501640100314
CHANGE,MW,O-Connell,PN,Basin_35,t/yr,754.432804979084
CHANGE,MW,O-Connell,PP,Basin_35,t/yr,196.85275298780942
CHANGE,MW,Pioneer,DIN,Basin_35,t/yr,215.35806007234237
CHANGE,MW,Pioneer,DIP,Basin_35,t/yr,37.40615768813809
CHANGE,MW,Pioneer,DON,Basin_35,t/yr,262.64286753910994
CHANGE,MW,Pioneer,DOP,Basin_35,t/yr,13.519809932667943
CHANGE,MW,Pioneer,FS,Basin_35,kt/yr,112.42062492657723
CHANGE,MW,Pioneer,PN,Basin_35,t/yr,424.94191790006806
CHANGE,MW,Pioneer,PP,Basin_35,t/yr,115.9474585810154
CHANGE,MW,Plane,DIN,Basin_35,t/yr,227.42082647182428
CHANGE,MW,Plane,DIP,Basin_35,t/yr,134.83019126448474
CHANGE,MW,Plane,DON,Basin_35,t/yr,629.3651668805155
CHANGE,MW,Plane,DOP,Basin_35,t/yr,36.61376564704175
CHANGE,MW,Plane,FS,Basin_35,kt/yr,85.74656040113103
CHANGE,MW,Plane,PN,Basin_35,t/yr,611.610166955043
CHANGE,MW,Plane,PP,Basin_35,t/yr,105.62654001465026
CHANGE,MW,Proserpine,DIN,Basin_35,t/yr,184.4039582866311
CHANGE,MW,Proserpine,DIP,Basin_35,t/yr,41.02601949284334
CHANGE,MW,Proserpine,DON,Basin_35,t/yr,304.1197526216659
CHANGE,MW,Proserpine,DOP,Basin_35,t/yr,16.11742033924213
CHANGE,MW,Proserpine,FS,Basin_35,kt/yr,47.642855649004744
CHANGE,MW,Proserpine,PN,Basin_35,t/yr,163.8267678062599
CHANGE,MW,Proserpine,PP,Basin_35,t/yr,47.62234278274134
CHANGE,WT,Barron,DIN,Basin_35,t/yr,138.7308116274977
CHANGE,WT,Barron,DIP,Basin_35,t/yr,15.296225967270834
CHANGE,WT,Barron,DON,Basin_35,t/yr,320.3099595772615
CHANGE,WT,Barron,DOP,Basin_35,t/yr,15.820904735674063
CHANGE,WT,Barron,FS,Basin_35,kt/yr,218.75884152067704
CHANGE,WT,Barron,PN,Basin_35,t/yr,708.7835420902553
CHANGE,WT,Barron,PP,Basin_35,t/yr,241.91647382405063
CHANGE,WT,Daintree,DIN,Basin_35,t/yr,388.103287567667
CHANGE,WT,Daintree,DIP,Basin_35,t/yr,15.818760937882965
CHANGE,WT,Daintree,DON,Basin_35,t/yr,563.7884105133111
CHANGE,WT,Daintree,DOP,Basin_35,t/yr,38.58675633882833
CHANGE,WT,Daintree,FS,Basin_35,kt/yr,123.406671875761
CHANGE,WT,Daintree,PN,Basin_35,t/yr,1059.819096551986
CHANGE,WT,Daintree,PP,Basin_35,t/yr,192.34802972171792
CHANGE,WT,Herbert,DIN,Basin_35,t/yr,1155.0885228069606
CHANGE,WT,Herbert,DIP,Basin_35,t/yr,65.72103831021948
CHANGE,WT,Herbert,DON,Basin_35,t/yr,1019.7829485026358
CHANGE,WT,Herbert,DOP,Basin_35,t/yr,75.36885617463189
CHANGE,WT,Herbert,FS,Basin_35,kt/yr,393.08820193922054
CHANGE,WT,Herbert,PN,Basin_35,t/yr,1267.00550932939
CHANGE,WT,Herbert,PP,Basin_35,t/yr,307.79216379302363
CHANGE,WT,Johnstone,DIN,Basin_35,t/yr,911.3045611234727
CHANGE,WT,Johnstone,DIP,Basin_35,t/yr,78.12433051311082
CHANGE,WT,Johnstone,DON,Basin_35,t/yr,611.9254153895326
CHANGE,WT,Johnstone,DOP,Basin_35,t/yr,81.5389624284969
CHANGE,WT,Johnstone,FS,Basin_35,kt/yr,362.1140137621785
CHANGE,WT,Johnstone,PN,Basin_35,t/yr,1859.893748592278
CHANGE,WT,Johnstone,PP,Basin_35,t/yr,673.3113947021142
CHANGE,WT,Mossman,DIN,Basin_35,t/yr,75.22007676052498
CHANGE,WT,Mossman,DIP,Basin_35,t/yr,6.469062828342405
CHANGE,WT,Mossman,DON,Basin_35,t/yr,86.99889869549185
CHANGE,WT,Mossman,DOP,Basin_35,t/yr,5.591244850802981
CHANGE,WT,Mossman,FS,Basin_35,kt/yr,16.82664065814076
CHANGE,WT,Mossman,PN,Basin_35,t/yr,60.79604072915906
CHANGE,WT,Mossman,PP,Basin_35,t/yr,19.071419625917827
CHANGE,WT,Mulgrave-Russell,DIN,Basin_35,t/yr,592.7596547224767
CHANGE,WT,Mulgrave-Russell,DIP,Basin_35,t/yr,34.638418398202326
CHANGE,WT,Mulgrave-Russell,DON,Basin_35,t/yr,528.6502233131694
CHANGE,WT,Mulgrave-Russell,DOP,Basin_35,t/yr,51.163370655634154
CHANGE,WT,Mulgrave-Russell,FS,Basin_35,kt/yr,98.33070507576569
CHANGE,WT,Mulgrave-Russell,PN,Basin_35,t/yr,592.3438495617204
CHANGE,WT,Mulgrave-Russell,PP,Basin_35,t/yr,139.0975939906476
CHANGE,WT,Murray,DIN,Basin_35,t/yr,327.9300548704595
CHANGE,WT,Murray,DIP,Basin_35,t/yr,29.15309164731043
CHANGE,WT,Murray,DON,Basin_35,t/yr,198.8124731305535
CHANGE,WT,Murray,DOP,Basin_35,t/yr,16.902141377682774
CHANGE,WT,Murray,FS,Basin_35,kt/yr,34.40944724599265
CHANGE,WT,Murray,PN,Basin_35,t/yr,160.74781082595698
CHANGE,WT,Murray,PP,Basin_35,t/yr,29.171086441965794
CHANGE,WT,Tully,DIN,Basin_35,t/yr,723.816404311532
CHANGE,WT,Tully,DIP,Basin_35,t/yr,24.75832734421951
CHANGE,WT,Tully,DON,Basin_35,t/yr,454.43908572173757
CHANGE,WT,Tully,DOP,Basin_35,t/yr,61.79620609217883
CHANGE,WT,Tully,FS,Basin_35,kt/yr,107.86412946087493
CHANGE,WT,Tully,PN,Basin_35,t/yr,470.31654721142166
CHANGE,WT,Tully,PP,Basin_35,t/yr,116.53732905867864
PREDEV,BM,Baffle,DIN,Basin_35,t/yr,65.28075571234686
PREDEV,BM,Baffle,DIP,Basin_35,t/yr,21.851371987178165
PREDEV,BM,Baffle,DON,Basin_35,t/yr,190.8727623634537
PREDEV,BM,Baffle,DOP,Basin_35,t/yr,10.197306927349818
PREDEV,BM,Baffle,FS,Basin_35,kt/yr,11.686690433779084
PREDEV,BM,Baffle,PN,Basin_35,t/yr,47.80410340480249
PREDEV,BM,Baffle,PP,Basin_35,t/yr,25.615906448598775
PREDEV,BM,Burnett,DIN,Basin_35,t/yr,122.33336547988414
PREDEV,BM,Burnett,DIP,Basin_35,t/yr,40.47760747830099
PREDEV,BM,Burnett,DON,Basin_35,t/yr,386.60089996263804
PREDEV,BM,Burnett,DOP,Basin_35,t/yr,20.973148500585907
PREDEV,BM,Burnett,FS,Basin_35,kt/yr,174.29426855012824
PREDEV,BM,Burnett,PN,Basin_35,t/yr,764.4037790249362
PREDEV,BM,Burnett,PP,Basin_35,t/yr,245.36532987684336
PREDEV,BM,Burrum,DIN,Basin_35,t/yr,35.83268084097391
PREDEV,BM,Burrum,DIP,Basin_35,t/yr,8.918593662134755
PREDEV,BM,Burrum,DON,Basin_35,t/yr,99.42044908720283
PREDEV,BM,Burrum,DOP,Basin_35,t/yr,5.212026314331833
PREDEV,BM,Burrum,FS,Basin_35,kt/yr,8.589130626901202
PREDEV,BM,Burrum,PN,Basin_35,t/yr,28.65355391747047
PREDEV,BM,Burrum,PP,Basin_35,t/yr,8.265710452476151
PREDEV,BM,Kolan,DIN,Basin_35,t/yr,33.26615320430268
PREDEV,BM,Kolan,DIP,Basin_35,t/yr,11.267525197953322
PREDEV,BM,Kolan,DON,Basin_35,t/yr,103.47137026707257
PREDEV,BM,Kolan,DOP,Basin_35,t/yr,5.25817842571155
PREDEV,BM,Kolan,FS,Basin_35,kt/yr,18.771887289827585
PREDEV,BM,Kolan,PN,Basin_35,t/yr,98.41412928212081
PREDEV,BM,Kolan,PP,Basin_35,t/yr,31.846855906312282
PREDEV,BM,Mary,DIN,Basin_35,t/yr,191.78303673138413
PREDEV,BM,Mary,DIP,Basin_35,t/yr,24.684031402423905
PREDEV,BM,Mary,DON,Basin_35,t/yr,561.897002137677
PREDEV,BM,Mary,DOP,Basin_35,t/yr,28.28874109386576
PREDEV,BM,Mary,FS,Basin_35,kt/yr,86.81821873484182
PREDEV,BM,Mary,PN,Basin_35,t/yr,220.4336682164264
PREDEV,BM,Mary,PP,Basin_35,t/yr,84.23829854490583
PREDEV,BU,Black,DIN,Basin_35,t/yr,34.69297029526444
PREDEV,BU,Black,DIP,Basin_35,t/yr,20.43991673806979
PREDEV,BU,Black,DON,Basin_35,t/yr,163.5521099822884
PREDEV,BU,Black,DOP,Basin_35,t/yr,7.115199566738989
PREDEV,BU,Black,FS,Basin_35,kt/yr,12.007352159636962
PREDEV,BU,Black,PN,Basin_35,t/yr,34.52210063219036
PREDEV,BU,Black,PP,Basin_35,t/yr,10.708679124221431
PREDEV,BU,Burdekin,DIN,Basin_35,t/yr,899.6600028998623
PREDEV,BU,Burdekin,DIP,Basin_35,t/yr,256.1502366756828
PREDEV,BU,Burdekin,DON,Basin_35,t/yr,2572.9749321884556
PREDEV,BU,Burdekin,DOP,Basin_35,t/yr,163.45734109761932
PREDEV,BU,Burdekin,FS,Basin_35,kt/yr,897.5873891363722
PREDEV,BU,Burdekin,PN,Basin_35,t/yr,1489.2710581636684
PREDEV,BU,Burdekin,PP,Basin_35,t/yr,873.3763618543321
PREDEV,BU,Don,DIN,Basin_35,t/yr,62.37102429917483
PREDEV,BU,Don,DIP,Basin_35,t/yr,31.257485799298944
PREDEV,BU,Don,DON,Basin_35,t/yr,154.1826998441287
PREDEV,BU,Don,DOP,Basin_35,t/yr,12.77721359058974
PREDEV,BU,Don,FS,Basin_35,kt/yr,23.70297742996528
PREDEV,BU,Don,PN,Basin_35,t/yr,54.39023954816053
PREDEV,BU,Don,PP,Basin_35,t/yr,35.34063700697813
PREDEV,BU,Haughton,DIN,Basin_35,t/yr,81.83729937105218
PREDEV,BU,Haughton,DIP,Basin_35,t/yr,24.845343698101175
PREDEV,BU,Haughton,DON,Basin_35,t/yr,198.72606566546483
PREDEV,BU,Haughton,DOP,Basin_35,t/yr,8.477883823890764
PREDEV,BU,Haughton,FS,Basin_35,kt/yr,21.511240769256
PREDEV,BU,Haughton,PN,Basin_35,t/yr,116.20238562654696
PREDEV,BU,Haughton,PP,Basin_35,t/yr,36.19317788616359
PREDEV,BU,Ross,DIN,Basin_35,t/yr,33.200515567813675
PREDEV,BU,Ross,DIP,Basin_35,t/yr,18.681522071091496
PREDEV,BU,Ross,DON,Basin_35,t/yr,149.03271314400413
PREDEV,BU,Ross,DOP,Basin_35,t/yr,6.8660475100631135
PREDEV,BU,Ross,FS,Basin_35,kt/yr,28.089993980539308
PREDEV,BU,Ross,PN,Basin_35,t/yr,90.81739884556494
PREDEV,BU,Ross,PP,Basin_35,t/yr,28.605463681913967
PREDEV,CY,Endeavour,DIN,Basin_35,t/yr,36.319571694515155
PREDEV,CY,Endeavour,DIP,Basin_35,t/yr,4.76608389480913
PREDEV,CY,Endeavour,DON,Basin_35,t/yr,208.73435043194416
PREDEV,CY,Endeavour,DOP,Basin_35,t/yr,14.356433026839298
PREDEV,CY,Endeavour,FS,Basin_35,kt/yr,56.11396946182158
PREDEV,CY,Endeavour,PN,Basin_35,t/yr,265.5375202041309
PREDEV,CY,Endeavour,PP,Basin_35,t/yr,101.44152354466577
PREDEV,CY,Jacky Jacky,DIN,Basin_35,t/yr,45.49248764461094
PREDEV,CY,Jacky Jacky,DIP,Basin_35,t/yr,3.840841189901156
PREDEV,CY,Jacky Jacky,DON,Basin_35,t/yr,258.34357061503874
PREDEV,CY,Jacky Jacky,DOP,Basin_35,t/yr,15.662168076706065
PREDEV,CY,Jacky Jacky,FS,Basin_35,kt/yr,10.670181825516728
PREDEV,CY,Jacky Jacky,PN,Basin_35,t/yr,174.9618096369079
PREDEV,CY,Jacky Jacky,PP,Basin_35,t/yr,68.047795168248
PREDEV,CY,Jeannie,DIN,Basin_35,t/yr,31.52176662901202
PREDEV,CY,Jeannie,DIP,Basin_35,t/yr,4.101866326807882
PREDEV,CY,Jeannie,DON,Basin_35,t/yr,177.00629292682578
PREDEV,CY,Jeannie,DOP,Basin_35,t/yr,11.652169948151863
PREDEV,CY,Jeannie,FS,Basin_35,kt/yr,34.6231075615432
PREDEV,CY,Jeannie,PN,Basin_35,t/yr,173.77334010305114
PREDEV,CY,Jeannie,PP,Basin_35,t/yr,98.65770844059976
PREDEV,CY,Lockhart,DIN,Basin_35,t/yr,39.08743697651482
PREDEV,CY,Lockhart,DIP,Basin_35,t/yr,3.320710769507736
PREDEV,CY,Lockhart,DON,Basin_35,t/yr,223.45620061395098
PREDEV,CY,Lockhart,DOP,Basin_35,t/yr,13.66338920681995
PREDEV,CY,Lockhart,FS,Basin_35,kt/yr,19.452833917369617
PREDEV,CY,Lockhart,PN,Basin_35,t/yr,82.99080271346482
PREDEV,CY,Lockhart,PP,Basin_35,t/yr,28.04924742403985
PREDEV,CY,Normanby,DIN,Basin_35,t/yr,162.44325581075347
PREDEV,CY,Normanby,DIP,Basin_35,t/yr,24.307706857275992
PREDEV,CY,Normanby,DON,Basin_35,t/yr,879.4389048692819
PREDEV,CY,Normanby,DOP,Basin_35,t/yr,65.32094487856654
PREDEV,CY,Normanby,FS,Basin_35,kt/yr,90.21752229042752
PREDEV,CY,Normanby,PN,Basin_35,t/yr,452.2482153725378
PREDEV,CY,Normanby,PP,Basin_35,t/yr,175.31692406892086
PREDEV,CY,Olive Pascoe,DIN,Basin_35,t/yr,121.21486333071559
PREDEV,CY,Olive Pascoe,DIP,Basin_35,t/yr,6.506779546079529
PREDEV,CY,Olive Pascoe,DON,Basin_35,t/yr,437.41075833501975
PREDEV,CY,Olive Pascoe,DOP,Basin_35,t/yr,26.221084232412853
PREDEV,CY,Olive Pascoe,FS,Basin_35,kt/yr,69.86509747241827
PREDEV,CY,Olive Pascoe,PN,Basin_35,t/yr,413.6275136106611
PREDEV,CY,Olive Pascoe,PP,Basin_35,t/yr,57.94661075937154
PREDEV,CY,Stewart,DIN,Basin_35,t/yr,33.51822157266374
PREDEV,CY,Stewart,DIP,Basin_35,t/yr,2.6751283024127046
PREDEV,CY,Stewart,DON,Basin_35,t/yr,179.2019491446492
PREDEV,CY,Stewart,DOP,Basin_35,t/yr,9.99217223779516
PREDEV,CY,Stewart,FS,Basin_35,kt/yr,13.38629472670179
PREDEV,CY,Stewart,PN,Basin_35,t/yr,72.90521480671406
PREDEV,CY,Stewart,PP,Basin_35,t/yr,20.985516547604462
PREDEV,FI,Boyne,DIN,Basin_35,t/yr,29.302845425605184
PREDEV,FI,Boyne,DIP,Basin_35,t/yr,16.144867642401284
PREDEV,FI,Boyne,DON,Basin_35,t/yr,96.97185447832157
PREDEV,FI,Boyne,DOP,Basin_35,t/yr,3.247441411265977
PREDEV,FI,Boyne,FS,Basin_35,kt/yr,13.075720003114911
PREDEV,FI,Boyne,PN,Basin_35,t/yr,59.091809299888496
PREDEV,FI,Boyne,PP,Basin_35,t/yr,27.683445554311437
PREDEV,FI,Calliope,DIN,Basin_35,t/yr,24.538457616879295
PREDEV,FI,Calliope,DIP,Basin_35,t/yr,13.507564269878038
PREDEV,FI,Calliope,DON,Basin_35,t/yr,80.67983564972995
PREDEV,FI,Calliope,DOP,Basin_35,t/yr,2.7089436862198983
PREDEV,FI,Calliope,FS,Basin_35,kt/yr,10.089861772729853
PREDEV,FI,Calliope,PN,Basin_35,t/yr,49.201747566214756
PREDEV,FI,Calliope,PP,Basin_35,t/yr,21.380880941033148
PREDEV,FI,Fitzroy,DIN,Basin_35,t/yr,574.8690288958238
PREDEV,FI,Fitzroy,DIP,Basin_35,t/yr,312.9494593381998
PREDEV,FI,Fitzroy,DON,Basin_35,t/yr,1875.2907237038335
PREDEV,FI,Fitzroy,DOP,Basin_35,t/yr,62.73419948963906
PREDEV,FI,Fitzroy,FS,Basin_35,kt/yr,486.070392989184
PREDEV,FI,Fitzroy,PN,Basin_35,t/yr,1821.812291114799
PREDEV,FI,Fitzroy,PP,Basin_35,t/yr,1104.920080669036
PREDEV,FI,Shoalwater,DIN,Basin_35,t/yr,16.870169624127577
PREDEV,FI,Shoalwater,DIP,Basin_35,t/yr,11.166352599614388
PREDEV,FI,Shoalwater,DON,Basin_35,t/yr,66.91041275813663
PREDEV,FI,Shoalwater,DOP,Basin_35,t/yr,2.322098536420069
PREDEV,FI,Shoalwater,FS,Basin_35,kt/yr,20.540125266476906
PREDEV,FI,Shoalwater,PN,Basin_35,t/yr,83.06254945622734
PREDEV,FI,Shoalwater,PP,Basin_35,t/yr,26.743412991081318
PREDEV,FI,Styx,DIN,Basin_35,t/yr,22.9976260427741
PREDEV,FI,Styx,DIP,Basin_35,t/yr,12.751542575856593
PREDEV,FI,Styx,DON,Basin_35,t/yr,76.68999354962615
PREDEV,FI,Styx,DOP,Basin_35,t/yr,2.56608048599844
PREDEV,FI,Styx,FS,Basin_35,kt/yr,13.476232422839416
PREDEV,FI,Styx,PN,Basin_35,t/yr,67.40358706670366
PREDEV,FI,Styx,PP,Basin_35,t/yr,21.3694072780662
PREDEV,FI,Water Park,DIN,Basin_35,t/yr,29.123781699815645
PREDEV,FI,Water Park,DIP,Basin_35,t/yr,17.16101358884958
PREDEV,FI,Water Park,DON,Basin_35,t/yr,106.55789302712614
PREDEV,FI,Water Park,DOP,Basin_35,t/yr,3.584574058877255
PREDEV,FI,Water Park,FS,Basin_35,kt/yr,8.151374931247648
PREDEV,FI,Water Park,PN,Basin_35,t/yr,54.9738190492946
PREDEV,FI,Water Park,PP,Basin_35,t/yr,12.854583224692197
PREDEV,MW,O-Connell,DIN,Basin_35,t/yr,89.27727629242948
PREDEV,MW,O-Connell,DIP,Basin_35,t/yr,21.44531207403843
PREDEV,MW,O-Connell,DON,Basin_35,t/yr,457.6385690248462
PREDEV,MW,O-Connell,DOP,Basin_35,t/yr,13.283564432186708
PREDEV,MW,O-Connell,FS,Basin_35,kt/yr,41.02311844941153
PREDEV,MW,O-Connell,PN,Basin_35,t/yr,151.54091595222573
PREDEV,MW,O-Connell,PP,Basin_35,t/yr,42.739607543826644
PREDEV,MW,Pioneer,DIN,Basin_35,t/yr,46.704041040656676
PREDEV,MW,Pioneer,DIP,Basin_35,t/yr,10.951227906414655
PREDEV,MW,Pioneer,DON,Basin_35,t/yr,136.74591612469987
PREDEV,MW,Pioneer,DOP,Basin_35,t/yr,9.296333582130515
PREDEV,MW,Pioneer,FS,Basin_35,kt/yr,33.35826910373504
PREDEV,MW,Pioneer,PN,Basin_35,t/yr,120.25702113451966
PREDEV,MW,Pioneer,PP,Basin_35,t/yr,48.34399232077414
PREDEV,MW,Plane,DIN,Basin_35,t/yr,85.42472742573018
PREDEV,MW,Plane,DIP,Basin_35,t/yr,26.46577385476211
PREDEV,MW,Plane,DON,Basin_35,t/yr,408.73051776062346
PREDEV,MW,Plane,DOP,Basin_35,t/yr,12.980792062404515
PREDEV,MW,Plane,FS,Basin_35,kt/yr,18.715854542139574
PREDEV,MW,Plane,PN,Basin_35,t/yr,120.2631538520972
PREDEV,MW,Plane,PP,Basin_35,t/yr,26.326946284705127
PREDEV,MW,Proserpine,DIN,Basin_35,t/yr,81.38246133938908
PREDEV,MW,Proserpine,DIP,Basin_35,t/yr,19.48388121600791
PREDEV,MW,Proserpine,DON,Basin_35,t/yr,205.20789754098243
PREDEV,MW,Proserpine,DOP,Basin_35,t/yr,12.303246011248255
PREDEV,MW,Proserpine,FS,Basin_35,kt/yr,14.642699671591743
PREDEV,MW,Proserpine,PN,Basin_35,t/yr,81.05302449049965
PREDEV,MW,Proserpine,PP,Basin_35,t/yr,22.164822390428373
PREDEV,WT,Barron,DIN,Basin_35,t/yr,43.10481419644135
PREDEV,WT,Barron,DIP,Basin_35,t/yr,5.441596005296568
PREDEV,WT,Barron,DON,Basin_35,t/yr,208.96537911600834
PREDEV,WT,Barron,DOP,Basin_35,t/yr,7.9675104539968995
PREDEV,WT,Barron,FS,Basin_35,kt/yr,111.78905382056436
PREDEV,WT,Barron,PN,Basin_35,t/yr,336.2994452990904
PREDEV,WT,Barron,PP,Basin_35,t/yr,79.57288279110622
PREDEV,WT,Daintree,DIN,Basin_35,t/yr,324.690444992843
PREDEV,WT,Daintree,DIP,Basin_35,t/yr,10.18232527238976
PREDEV,WT,Daintree,DON,Basin_35,t/yr,475.9486109235752
PREDEV,WT,Daintree,DOP,Basin_35,t/yr,37.56351328272458
PREDEV,WT,Daintree,FS,Basin_35,kt/yr,75.5907823563084
PREDEV,WT,Daintree,PN,Basin_35,t/yr,774.5989686601972
PREDEV,WT,Daintree,PP,Basin_35,t/yr,140.25039436904044
PREDEV,WT,Herbert,DIN,Basin_35,t/yr,222.93073448361645
PREDEV,WT,Herbert,DIP,Basin_35,t/yr,20.516581749046168
PREDEV,WT,Herbert,DON,Basin_35,t/yr,653.7725688297993
PREDEV,WT,Herbert,DOP,Basin_35,t/yr,66.09168681369441
PREDEV,WT,Herbert,FS,Basin_35,kt/yr,201.03071243054387
PREDEV,WT,Herbert,PN,Basin_35,t/yr,628.684419650133
PREDEV,WT,Herbert,PP,Basin_35,t/yr,126.28765222489137
PREDEV,WT,Johnstone,DIN,Basin_35,t/yr,239.79761110909433
PREDEV,WT,Johnstone,DIP,Basin_35,t/yr,18.385291466309283
PREDEV,WT,Johnstone,DON,Basin_35,t/yr,251.33468140791118
PREDEV,WT,Johnstone,DOP,Basin_35,t/yr,38.17080818733937
PREDEV,WT,Johnstone,FS,Basin_35,kt/yr,119.77240576034283
PREDEV,WT,Johnstone,PN,Basin_35,t/yr,689.1112764940644
PREDEV,WT,Johnstone,PP,Basin_35,t/yr,167.53594268510358
PREDEV,WT,Mossman,DIN,Basin_35,t/yr,29.895126123653217
PREDEV,WT,Mossman,DIP,Basin_35,t/yr,3.06268600596685
PREDEV,WT,Mossman,DON,Basin_35,t/yr,57.88031127141525
PREDEV,WT,Mossman,DOP,Basin_35,t/yr,5.137560889484528
PREDEV,WT,Mossman,FS,Basin_35,kt/yr,10.64136663412337
PREDEV,WT,Mossman,PN,Basin_35,t/yr,35.784143988109406
PREDEV,WT,Mossman,PP,Basin_35,t/yr,7.5678715332397015
PREDEV,WT,Mulgrave-Russell,DIN,Basin_35,t/yr,205.30897135385075
PREDEV,WT,Mulgrave-Russell,DIP,Basin_35,t/yr,13.047839759778874
PREDEV,WT,Mulgrave-Russell,DON,Basin_35,t/yr,365.4891428856814
PREDEV,WT,Mulgrave-Russell,DOP,Basin_35,t/yr,30.626063958487965
PREDEV,WT,Mulgrave-Russell,FS,Basin_35,kt/yr,45.37195591174209
PREDEV,WT,Mulgrave-Russell,PN,Basin_35,t/yr,336.2958689781991
PREDEV,WT,Mulgrave-Russell,PP,Basin_35,t/yr,58.91581813278199
PREDEV,WT,Murray,DIN,Basin_35,t/yr,108.78382940206154
PREDEV,WT,Murray,DIP,Basin_35,t/yr,3.487355164582452
PREDEV,WT,Murray,DON,Basin_35,t/yr,129.08626171151468
PREDEV,WT,Murray,DOP,Basin_35,t/yr,10.878382940206162
PREDEV,WT,Murray,FS,Basin_35,kt/yr,19.250536753074
PREDEV,WT,Murray,PN,Basin_35,t/yr,86.59383276302826
PREDEV,WT,Murray,PP,Basin_35,t/yr,11.409332939469882
PREDEV,WT,Tully,DIN,Basin_35,t/yr,259.5936976706258
PREDEV,WT,Tully,DIP,Basin_35,t/yr,7.337504149301598
PREDEV,WT,Tully,DON,Basin_35,t/yr,307.3149271510403
PREDEV,WT,Tully,DOP,Basin_35,t/yr,31.967535817687136
PREDEV,WT,Tully,FS,Basin_35,kt/yr,55.804014728704345
PREDEV,WT,Tully,PN,Basin_35,t/yr,290.20124734820064
PREDEV,WT,Tully,PP,Basin_35,t/yr,52.273103222601804
