Scenario,Region,Basin,FU,Constituent,LoadToStream,BasinScale,Units
PREDEV,BU,Don,Grazing,PP,9.731938755479286,Basin_35,t/yr
PREDEV,BU,Don,Horticulture,PP,0.2480477353445601,Basin_35,t/yr
PREDEV,BU,Don,Stream,PP,1.3682751134043274,Basin_35,t/yr
PREDEV,BU,Don,Sugarcane,PP,0.04304446201456577,Basin_35,t/yr
PREDEV,BU,Don,Urban + Other,PP,0.09026006303851014,Basin_35,t/yr
PREDEV,BU,Don,Bananas,DIN,0.0,Basin_35,t/yr
PREDEV,BU,Don,Conservation,DIN,4.766431994801601,Basin_35,t/yr
PREDEV,BU,Don,Cropping,DIN,0.40532087892964874,Basin_35,t/yr
PREDEV,BU,Don,Dairy,DIN,0.0,Basin_35,t/yr
PREDEV,BU,Don,Forestry,DIN,0.007203288946893591,Basin_35,t/yr
PREDEV,BU,Don,Grazing,DIN,54.881717326064226,Basin_35,t/yr
PREDEV,BU,Don,Horticulture,DIN,1.4004273778180092,Basin_35,t/yr
PREDEV,BU,Don,Stream,DIN,0.0,Basin_35,t/yr
PREDEV,BU,Don,Sugarcane,DIN,0.0,Basin_35,t/yr
PREDEV,BU,Don,Urban + Other,DIN,0.909923432614452,Basin_35,t/yr
PREDEV,BU,Don,Bananas,DON,0.0,Basin_35,t/yr
PREDEV,BU,Don,Conservation,DON,11.439436787523835,Basin_35,t/yr
PREDEV,BU,Don,Cropping,DON,0.9727701094311573,Basin_35,t/yr
PREDEV,BU,Don,Dairy,DON,0.0,Basin_35,t/yr
PREDEV,BU,Don,Forestry,DON,0.017287893472544613,Basin_35,t/yr
PREDEV,BU,Don,Grazing,DON,131.71612158255414,Basin_35,t/yr
PREDEV,BU,Don,Horticulture,DON,7.002136889090049,Basin_35,t/yr
PREDEV,BU,Don,Stream,DON,0.0,Basin_35,t/yr
PREDEV,BU,Don,Sugarcane,DON,0.0,Basin_35,t/yr
PREDEV,BU,Don,Urban + Other,DON,3.034946582057004,Basin_35,t/yr
PREDEV,BU,Don,Bananas,DIP,0.0,Basin_35,t/yr
PREDEV,BU,Don,Conservation,DIP,2.3832159974007987,Basin_35,t/yr
PREDEV,BU,Don,Cropping,DIP,0.20266043946482398,Basin_35,t/yr
PREDEV,BU,Don,Dairy,DIP,0.0,Basin_35,t/yr
PREDEV,BU,Don,Forestry,DIP,0.0036016444734468015,Basin_35,t/yr
PREDEV,BU,Don,Grazing,DIP,27.4408586630321,Basin_35,t/yr
PREDEV,BU,Don,Horticulture,DIP,0.8402564266908036,Basin_35,t/yr
PREDEV,BU,Don,Stream,DIP,0.0,Basin_35,t/yr
PREDEV,BU,Don,Sugarcane,DIP,0.0,Basin_35,t/yr
PREDEV,BU,Don,Urban + Other,DIP,0.38689262823697096,Basin_35,t/yr
PREDEV,BU,Don,Bananas,DOP,0.0,Basin_35,t/yr
PREDEV,BU,Don,Conservation,DOP,0.9532863989603172,Basin_35,t/yr
PREDEV,BU,Don,Cropping,DOP,0.08106417578592984,Basin_35,t/yr
PREDEV,BU,Don,Dairy,DOP,0.0,Basin_35,t/yr
PREDEV,BU,Don,Forestry,DOP,0.0014406577893787175,Basin_35,t/yr
PREDEV,BU,Don,Grazing,DOP,10.976343465212832,Basin_35,t/yr
PREDEV,BU,Don,Horticulture,DOP,0.560170951127203,Basin_35,t/yr
PREDEV,BU,Don,Stream,DOP,0.0,Basin_35,t/yr
PREDEV,BU,Don,Sugarcane,DOP,0.0,Basin_35,t/yr
PREDEV,BU,Don,Urban + Other,DOP,0.20490794171407997,Basin_35,t/yr
PREDEV,BU,Haughton,Bananas,FS,0.0,Basin_35,kt/yr
PREDEV,BU,Haughton,Conservation,FS,11.62699779472547,Basin_35,kt/yr
PREDEV,BU,Haughton,Cropping,FS,0.005095688644511684,Basin_35,kt/yr
PREDEV,BU,Haughton,Dairy,FS,0.0,Basin_35,kt/yr
PREDEV,BU,Haughton,Forestry,FS,0.15863304056340305,Basin_35,kt/yr
PREDEV,BU,Haughton,Grazing,FS,6.443990462713285,Basin_35,kt/yr
PREDEV,BU,Haughton,Horticulture,FS,0.09670074172619449,Basin_35,kt/yr
PREDEV,BU,Haughton,Stream,FS,2.8061222390870513,Basin_35,kt/yr
PREDEV,BU,Haughton,Sugarcane,FS,0.15339905525871586,Basin_35,kt/yr
PREDEV,BU,Haughton,Urban + Other,FS,0.2203017465373687,Basin_35,kt/yr
PREDEV,BU,Haughton,Bananas,PN,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Conservation,PN,90.0416935275329,Basin_35,t/yr
PREDEV,BU,Haughton,Cropping,PN,0.01975257995005186,Basin_35,t/yr
PREDEV,BU,Haughton,Dairy,PN,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Forestry,PN,0.7418141005562588,Basin_35,t/yr
PREDEV,BU,Haughton,Grazing,PN,16.212598605120743,Basin_35,t/yr
PREDEV,BU,Haughton,Horticulture,PN,0.05045166735448483,Basin_35,t/yr
PREDEV,BU,Haughton,Stream,PN,2.911245199724739,Basin_35,t/yr
PREDEV,BU,Haughton,Sugarcane,PN,6.006427964514077,Basin_35,t/yr
PREDEV,BU,Haughton,Urban + Other,PN,0.21840198179370718,Basin_35,t/yr
PREDEV,BU,Haughton,Bananas,PP,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Conservation,PP,21.465434181912425,Basin_35,t/yr
PREDEV,BU,Haughton,Cropping,PP,0.010223177869992515,Basin_35,t/yr
PREDEV,BU,Haughton,Dairy,PP,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Forestry,PP,0.37639720667071075,Basin_35,t/yr
PREDEV,BU,Haughton,Grazing,PP,6.18127544807662,Basin_35,t/yr
PREDEV,BU,Haughton,Horticulture,PP,0.05140238201544881,Basin_35,t/yr
PREDEV,BU,Haughton,Stream,PP,1.952553600422707,Basin_35,t/yr
PREDEV,BU,Haughton,Sugarcane,PP,6.013418859156576,Basin_35,t/yr
PREDEV,BU,Haughton,Urban + Other,PP,0.14247303003911316,Basin_35,t/yr
PREDEV,BU,Haughton,Bananas,DIN,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Conservation,DIN,24.778413747806137,Basin_35,t/yr
PREDEV,BU,Haughton,Cropping,DIN,0.3811424626868094,Basin_35,t/yr
PREDEV,BU,Haughton,Dairy,DIN,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Forestry,DIN,0.8025263719887609,Basin_35,t/yr
PREDEV,BU,Haughton,Grazing,DIN,54.064232932620776,Basin_35,t/yr
PREDEV,BU,Haughton,Horticulture,DIN,0.483503708630974,Basin_35,t/yr
PREDEV,BU,Haughton,Stream,DIN,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Sugarcane,DIN,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Urban + Other,DIN,1.3274801473187223,Basin_35,t/yr
PREDEV,BU,Haughton,Bananas,DON,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Conservation,DON,59.468192994734544,Basin_35,t/yr
PREDEV,BU,Haughton,Cropping,DON,0.9147419104483411,Basin_35,t/yr
PREDEV,BU,Haughton,Dairy,DON,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Forestry,DON,1.9260632927730232,Basin_35,t/yr
PREDEV,BU,Haughton,Grazing,DON,129.75415903828994,Basin_35,t/yr
PREDEV,BU,Haughton,Horticulture,DON,2.417518543154862,Basin_35,t/yr
PREDEV,BU,Haughton,Stream,DON,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Sugarcane,DON,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Urban + Other,DON,4.245389886064117,Basin_35,t/yr
PREDEV,BU,Haughton,Bananas,DIP,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Conservation,DIP,7.433524124341814,Basin_35,t/yr
PREDEV,BU,Haughton,Cropping,DIP,0.11434273880604265,Basin_35,t/yr
PREDEV,BU,Haughton,Dairy,DIP,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Forestry,DIP,0.24075791159662815,Basin_35,t/yr
PREDEV,BU,Haughton,Grazing,DIP,16.21926987978624,Basin_35,t/yr
PREDEV,BU,Haughton,Horticulture,DIP,0.29010222517858375,Basin_35,t/yr
PREDEV,BU,Haughton,Stream,DIP,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Sugarcane,DIP,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Urban + Other,DIP,0.5473468183918675,Basin_35,t/yr
PREDEV,BU,Haughton,Bananas,DOP,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Conservation,DOP,2.4778413747806165,Basin_35,t/yr
PREDEV,BU,Haughton,Cropping,DOP,0.03811424626868089,Basin_35,t/yr
PREDEV,BU,Haughton,Dairy,DOP,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Forestry,DOP,0.08025263719887607,Basin_35,t/yr
PREDEV,BU,Haughton,Grazing,DOP,5.406423293262078,Basin_35,t/yr
PREDEV,BU,Haughton,Horticulture,DOP,0.19340148345238892,Basin_35,t/yr
PREDEV,BU,Haughton,Stream,DOP,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Sugarcane,DOP,0.0,Basin_35,t/yr
PREDEV,BU,Haughton,Urban + Other,DOP,0.281850788928123,Basin_35,t/yr
PREDEV,BU,Ross,Bananas,FS,0.0,Basin_35,kt/yr
PREDEV,BU,Ross,Conservation,FS,19.874325766286468,Basin_35,kt/yr
PREDEV,BU,Ross,Cropping,FS,0.0010842763912041616,Basin_35,kt/yr
PREDEV,BU,Ross,Dairy,FS,0.0,Basin_35,kt/yr
PREDEV,BU,Ross,Forestry,FS,1.7822612258885948,Basin_35,kt/yr
PREDEV,BU,Ross,Grazing,FS,4.751715087368458,Basin_35,kt/yr
PREDEV,BU,Ross,Horticulture,FS,0.04549403799743183,Basin_35,kt/yr
PREDEV,BU,Ross,Stream,FS,0.5879376018790707,Basin_35,kt/yr
PREDEV,BU,Ross,Sugarcane,FS,0.0,Basin_35,kt/yr
PREDEV,BU,Ross,Urban + Other,FS,1.0471759847280817,Basin_35,kt/yr
PREDEV,BU,Ross,Bananas,PN,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Conservation,PN,76.19489082308634,Basin_35,t/yr
PREDEV,BU,Ross,Cropping,PN,0.003185215674544793,Basin_35,t/yr
PREDEV,BU,Ross,Dairy,PN,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Forestry,PN,5.150694289629101,Basin_35,t/yr
PREDEV,BU,Ross,Grazing,PN,7.636664936879664,Basin_35,t/yr
PREDEV,BU,Ross,Horticulture,PN,0.03884967240446317,Basin_35,t/yr
PREDEV,BU,Ross,Stream,PN,0.5274748091111564,Basin_35,t/yr
PREDEV,BU,Ross,Sugarcane,PN,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Urban + Other,PN,1.2656390987796686,Basin_35,t/yr
PREDEV,BU,Ross,Bananas,PP,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Conservation,PP,20.26514319523887,Basin_35,t/yr
PREDEV,BU,Ross,Cropping,PP,0.0021807732210459567,Basin_35,t/yr
PREDEV,BU,Ross,Dairy,PP,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Forestry,PP,1.8685320013165814,Basin_35,t/yr
PREDEV,BU,Ross,Grazing,PP,5.571122200866463,Basin_35,t/yr
PREDEV,BU,Ross,Horticulture,PP,0.0200025036623704,Basin_35,t/yr
PREDEV,BU,Ross,Stream,PP,0.4023452806919749,Basin_35,t/yr
PREDEV,BU,Ross,Sugarcane,PP,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Urban + Other,PP,0.47613772691666206,Basin_35,t/yr
PREDEV,BU,Ross,Bananas,DIN,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Conservation,DIN,9.528572878851387,Basin_35,t/yr
PREDEV,BU,Ross,Cropping,DIN,0.050172533371599624,Basin_35,t/yr
PREDEV,BU,Ross,Dairy,DIN,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Forestry,DIN,0.7597367125033299,Basin_35,t/yr
PREDEV,BU,Ross,Grazing,DIN,15.538375112601994,Basin_35,t/yr
PREDEV,BU,Ross,Horticulture,DIN,0.22747018998715945,Basin_35,t/yr
PREDEV,BU,Ross,Stream,DIN,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Sugarcane,DIN,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Urban + Other,DIN,7.096188140498208,Basin_35,t/yr
PREDEV,BU,Ross,Bananas,DON,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Conservation,DON,45.73714981848661,Basin_35,t/yr
PREDEV,BU,Ross,Cropping,DON,0.24082816018367773,Basin_35,t/yr
PREDEV,BU,Ross,Dairy,DON,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Forestry,DON,3.64673622001599,Basin_35,t/yr
PREDEV,BU,Ross,Grazing,DON,74.58420054048953,Basin_35,t/yr
PREDEV,BU,Ross,Horticulture,DON,1.1373509499357983,Basin_35,t/yr
PREDEV,BU,Ross,Stream,DON,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Sugarcane,DON,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Urban + Other,DON,23.686447454892527,Basin_35,t/yr
PREDEV,BU,Ross,Bananas,DIP,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Conservation,DIP,5.7171437273108285,Basin_35,t/yr
PREDEV,BU,Ross,Cropping,DIP,0.03010352002295973,Basin_35,t/yr
PREDEV,BU,Ross,Dairy,DIP,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Forestry,DIP,0.45584202750199915,Basin_35,t/yr
PREDEV,BU,Ross,Grazing,DIP,9.323025067561188,Basin_35,t/yr
PREDEV,BU,Ross,Horticulture,DIP,0.13648211399229562,Basin_35,t/yr
PREDEV,BU,Ross,Stream,DIP,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Sugarcane,DIP,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Urban + Other,DIP,3.0189256147022263,Basin_35,t/yr
PREDEV,BU,Ross,Bananas,DOP,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Conservation,DOP,1.905714575770279,Basin_35,t/yr
PREDEV,BU,Ross,Cropping,DOP,0.01003450667431996,Basin_35,t/yr
PREDEV,BU,Ross,Dairy,DOP,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Forestry,DOP,0.15194734250066647,Basin_35,t/yr
PREDEV,BU,Ross,Grazing,DOP,3.1076750225203993,Basin_35,t/yr
PREDEV,BU,Ross,Horticulture,DOP,0.09098807599486379,Basin_35,t/yr
PREDEV,BU,Ross,Stream,DOP,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Sugarcane,DOP,0.0,Basin_35,t/yr
PREDEV,BU,Ross,Urban + Other,DOP,1.5996879866025853,Basin_35,t/yr
PREDEV,MW,O-Connell,Bananas,FS,0.0,Basin_35,kt/yr
PREDEV,MW,O-Connell,Conservation,FS,4.16181529929096,Basin_35,kt/yr
PREDEV,MW,O-Connell,Cropping,FS,0.001909215201630483,Basin_35,kt/yr
PREDEV,MW,O-Connell,Dairy,FS,0.0,Basin_35,kt/yr
PREDEV,MW,O-Connell,Forestry,FS,0.7680772674996349,Basin_35,kt/yr
PREDEV,MW,O-Connell,Grazing,FS,3.477670213614815,Basin_35,kt/yr
PREDEV,MW,O-Connell,Horticulture,FS,0.0022682403798864417,Basin_35,kt/yr
PREDEV,MW,O-Connell,Stream,FS,32.05806487186802,Basin_35,kt/yr
PREDEV,MW,O-Connell,Sugarcane,FS,0.4506869278364415,Basin_35,kt/yr
PREDEV,MW,O-Connell,Urban + Other,FS,0.10262641372013818,Basin_35,kt/yr
PREDEV,MW,O-Connell,Bananas,PN,0.0,Basin_35,t/yr
PREDEV,MW,O-Connell,Conservation,PN,54.187060948888494,Basin_35,t/yr
PREDEV,MW,O-Connell,Cropping,PN,0.0006543560108864745,Basin_35,t/yr
PREDEV,MW,O-Connell,Dairy,PN,0.0,Basin_35,t/yr
PREDEV,MW,O-Connell,Forestry,PN,7.845803684025098,Basin_35,t/yr
PREDEV,MW,O-Connell,Grazing,PN,37.86131840743336,Basin_35,t/yr
PREDEV,MW,O-Connell,Horticulture,PN,0.0007568464473920192,Basin_35,t/yr
PREDEV,MW,O-Connell,Stream,PN,51.4508259352217,Basin_35,t/yr
PREDEV,MW,O-Connell,Sugarcane,PN,0.13810645267694444,Basin_35,t/yr
PREDEV,MW,O-Connell,Urban + Other,PN,0.05638932152185323,Basin_35,t/yr
PREDEV,MW,O-Connell,Bananas,PP,0.0,Basin_35,t/yr
PREDEV,MW,O-Connell,Conservation,PP,13.511769977614499,Basin_35,t/yr
PREDEV,MW,O-Connell,Cropping,PP,0.00018022691326969014,Basin_35,t/yr
PREDEV,MW,O-Connell,Dairy,PP,0.0,Basin_35,t/yr
PREDEV,MW,O-Connell,Forestry,PP,2.857883069735066,Basin_35,t/yr
PREDEV,MW,O-Connell,Grazing,PP,8.439002699151962,Basin_35,t/yr
PREDEV,MW,O-Connell,Horticulture,PP,0.0001852283145186272,Basin_35,t/yr
PREDEV,MW,O-Connell,Stream,PP,17.856471453249153,Basin_35,t/yr
PREDEV,MW,O-Connell,Sugarcane,PP,0.059965583307608025,Basin_35,t/yr
PREDEV,MW,O-Connell,Urban + Other,PP,0.014149305540570324,Basin_35,t/yr
PREDEV,MW,O-Connell,Bananas,DIN,0.0,Basin_35,t/yr
PREDEV,MW,O-Connell,Conservation,DIN,16.570805361689857,Basin_35,t/yr
PREDEV,MW,O-Connell,Cropping,DIN,0.04226088097178477,Basin_35,t/yr
PREDEV,MW,O-Connell,Dairy,DIN,0.0,Basin_35,t/yr
PREDEV,MW,O-Connell,Forestry,DIN,3.7121299483128514,Basin_35,t/yr
PREDEV,MW,O-Connell,Grazing,DIN,56.70766961636251,Basin_35,t/yr
PREDEV,MW,O-Connell,Horticulture,DIN,0.050459716759238736,Basin_35,t/yr
PREDEV,MW,O-Connell,Stream,DIN,0.0,Basin_35,t/yr
PREDEV,MW,O-Connell,Sugarcane,DIN,9.941667059446736,Basin_35,t/yr
PREDEV,MW,O-Connell,Urban + Other,DIN,2.252283708886495,Basin_35,t/yr
PREDEV,MW,O-Connell,Bananas,DON,0.0,Basin_35,t/yr
PREDEV,MW,O-Connell,Conservation,DON,36.633458420574144,Basin_35,t/yr
PREDEV,MW,O-Connell,Cropping,DON,0.093340099433417,Basin_35,t/yr
PREDEV,MW,O-Connell,Dairy,DON,0.0,Basin_35,t/yr
PREDEV,MW,O-Connell,Forestry,DON,8.22322055926196,Basin_35,t/yr
PREDEV,MW,O-Connell,Grazing,DON,385.6431775327379,Basin_35,t/yr
PREDEV,MW,O-Connell,Horticulture,DON,0.11156828835494159,Basin_35,t/yr
PREDEV,MW,O-Connell,Stream,DON,0.0,Basin_35,t/yr
PREDEV,MW,O-Connell,Sugarcane,DON,21.959010170564778,Basin_35,t/yr
PREDEV,MW,O-Connell,Urban + Other,DON,4.974793953919051,Basin_35,t/yr
PREDEV,MW,O-Connell,Bananas,DIP,0.0,Basin_35,t/yr
PREDEV,MW,O-Connell,Conservation,DIP,3.5745025296291586,Basin_35,t/yr
PREDEV,MW,O-Connell,Cropping,DIP,0.009150929295596357,Basin_35,t/yr
PREDEV,MW,O-Connell,Dairy,DIP,0.0,Basin_35,t/yr
PREDEV,MW,O-Connell,Forestry,DIP,0.7940547194393567,Basin_35,t/yr
PREDEV,MW,O-Connell,Grazing,DIP,14.416901327208116,Basin_35,t/yr
PREDEV,MW,O-Connell,Horticulture,DIP,0.01087837309318605,Basin_35,t/yr
PREDEV,MW,O-Connell,Stream,DIP,0.0,Basin_35,t/yr
PREDEV,MW,O-Connell,Sugarcane,DIP,2.152229697165491,Basin_35,t/yr
PREDEV,MW,O-Connell,Urban + Other,DIP,0.487594498207525,Basin_35,t/yr
PREDEV,MW,O-Connell,Bananas,DOP,0.0,Basin_35,t/yr
PREDEV,MW,O-Connell,Conservation,DOP,3.491847697194476,Basin_35,t/yr
PREDEV,MW,O-Connell,Cropping,DOP,0.008818337489847642,Basin_35,t/yr
PREDEV,MW,O-Connell,Dairy,DOP,0.0,Basin_35,t/yr
PREDEV,MW,O-Connell,Forestry,DOP,0.7989606626362504,Basin_35,t/yr
PREDEV,MW,O-Connell,Grazing,DOP,6.4273862922122955,Basin_35,t/yr
PREDEV,MW,O-Connell,Horticulture,DOP,0.010648854836463911,Basin_35,t/yr
PREDEV,MW,O-Connell,Stream,DOP,0.0,Basin_35,t/yr
PREDEV,MW,O-Connell,Sugarcane,DOP,2.0756760516713166,Basin_35,t/yr
PREDEV,MW,O-Connell,Urban + Other,DOP,0.47022653614605886,Basin_35,t/yr
PREDEV,MW,Pioneer,Bananas,FS,0.0,Basin_35,kt/yr
PREDEV,MW,Pioneer,Conservation,FS,2.1505190591093277,Basin_35,kt/yr
PREDEV,MW,Pioneer,Cropping,FS,0.001076695235013,Basin_35,kt/yr
PREDEV,MW,Pioneer,Dairy,FS,0.0,Basin_35,kt/yr
PREDEV,MW,Pioneer,Forestry,FS,1.0476927075143248,Basin_35,kt/yr
PREDEV,MW,Pioneer,Grazing,FS,1.107398570046976,Basin_35,kt/yr
PREDEV,MW,Pioneer,Horticulture,FS,0.0010671083370581613,Basin_35,kt/yr
PREDEV,MW,Pioneer,Stream,FS,28.479471229494433,Basin_35,kt/yr
PREDEV,MW,Pioneer,Sugarcane,FS,0.4286627290807294,Basin_35,kt/yr
PREDEV,MW,Pioneer,Urban + Other,FS,0.1423810049171758,Basin_35,kt/yr
PREDEV,MW,Pioneer,Bananas,PN,0.0,Basin_35,t/yr
PREDEV,MW,Pioneer,Conservation,PN,49.56942028500928,Basin_35,t/yr
PREDEV,MW,Pioneer,Cropping,PN,0.0007860969880237467,Basin_35,t/yr
PREDEV,MW,Pioneer,Dairy,PN,0.0,Basin_35,t/yr
PREDEV,MW,Pioneer,Forestry,PN,24.416981709567846,Basin_35,t/yr
PREDEV,MW,Pioneer,Grazing,PN,22.04241490296175,Basin_35,t/yr
PREDEV,MW,Pioneer,Horticulture,PN,0.0006911029478926526,Basin_35,t/yr
PREDEV,MW,Pioneer,Stream,PN,23.925152309594967,Basin_35,t/yr
PREDEV,MW,Pioneer,Sugarcane,PN,0.2165297411926357,Basin_35,t/yr
PREDEV,MW,Pioneer,Urban + Other,PN,0.08504498625727225,Basin_35,t/yr
PREDEV,MW,Pioneer,Bananas,PP,0.0,Basin_35,t/yr
PREDEV,MW,Pioneer,Conservation,PP,18.160736582456238,Basin_35,t/yr
PREDEV,MW,Pioneer,Cropping,PP,9.669506598957068e-05,Basin_35,t/yr
PREDEV,MW,Pioneer,Dairy,PP,0.0,Basin_35,t/yr
PREDEV,MW,Pioneer,Forestry,PP,7.325481192663302,Basin_35,t/yr
PREDEV,MW,Pioneer,Grazing,PP,4.66227658316504,Basin_35,t/yr
PREDEV,MW,Pioneer,Horticulture,PP,0.00015482060712191886,Basin_35,t/yr
PREDEV,MW,Pioneer,Stream,PP,18.123314727833655,Basin_35,t/yr
PREDEV,MW,Pioneer,Sugarcane,PP,0.05201678472526832,Basin_35,t/yr
PREDEV,MW,Pioneer,Urban + Other,PP,0.01991493425752627,Basin_35,t/yr
PREDEV,MW,Pioneer,Bananas,DIN,0.0,Basin_35,t/yr
PREDEV,MW,Pioneer,Conservation,DIN,12.484053204050088,Basin_35,t/yr
PREDEV,MW,Pioneer,Cropping,DIN,0.024964207059846834,Basin_35,t/yr
PREDEV,MW,Pioneer,Dairy,DIN,0.0,Basin_35,t/yr
PREDEV,MW,Pioneer,Forestry,DIN,4.982431002858239,Basin_35,t/yr
PREDEV,MW,Pioneer,Grazing,DIN,16.22611169727165,Basin_35,t/yr
PREDEV,MW,Pioneer,Horticulture,DIN,0.024168960132598262,Basin_35,t/yr
PREDEV,MW,Pioneer,Stream,DIN,0.0,Basin_35,t/yr
PREDEV,MW,Pioneer,Sugarcane,DIN,9.77776866698712,Basin_35,t/yr
PREDEV,MW,Pioneer,Urban + Other,DIN,3.1845433022971323,Basin_35,t/yr
PREDEV,MW,Pioneer,Bananas,DON,0.0,Basin_35,t/yr
PREDEV,MW,Pioneer,Conservation,DON,27.92132146998728,Basin_35,t/yr
PREDEV,MW,Pioneer,Cropping,DON,0.05567555331839934,Basin_35,t/yr
PREDEV,MW,Pioneer,Dairy,DON,0.0,Basin_35,t/yr
PREDEV,MW,Pioneer,Forestry,DON,11.104393523509732,Basin_35,t/yr
PREDEV,MW,Pioneer,Grazing,DON,68.78661088530966,Basin_35,t/yr
PREDEV,MW,Pioneer,Horticulture,DON,0.053641857860572635,Basin_35,t/yr
PREDEV,MW,Pioneer,Stream,DON,0.0,Basin_35,t/yr
PREDEV,MW,Pioneer,Sugarcane,DON,21.77018731364473,Basin_35,t/yr
PREDEV,MW,Pioneer,Urban + Other,DON,7.054085521069496,Basin_35,t/yr
PREDEV,MW,Pioneer,Bananas,DIP,0.0,Basin_35,t/yr
PREDEV,MW,Pioneer,Conservation,DIP,2.5639299364601706,Basin_35,t/yr
PREDEV,MW,Pioneer,Cropping,DIP,0.0051904064384717665,Basin_35,t/yr
PREDEV,MW,Pioneer,Dairy,DIP,0.0,Basin_35,t/yr
PREDEV,MW,Pioneer,Forestry,DIP,1.038916693740171,Basin_35,t/yr
PREDEV,MW,Pioneer,Grazing,DIP,4.609227724447226,Basin_35,t/yr
PREDEV,MW,Pioneer,Horticulture,DIP,0.005129113001629064,Basin_35,t/yr
PREDEV,MW,Pioneer,Stream,DIP,0.0,Basin_35,t/yr
PREDEV,MW,Pioneer,Sugarcane,DIP,2.0474706082279415,Basin_35,t/yr
PREDEV,MW,Pioneer,Urban + Other,DIP,0.6813634240990452,Basin_35,t/yr
PREDEV,MW,Pioneer,Bananas,DOP,0.0,Basin_35,t/yr
PREDEV,MW,Pioneer,Conservation,DOP,2.9532150618871396,Basin_35,t/yr
PREDEV,MW,Pioneer,Cropping,DOP,0.0057471391987057,Basin_35,t/yr
PREDEV,MW,Pioneer,Dairy,DOP,0.0,Basin_35,t/yr
PREDEV,MW,Pioneer,Forestry,DOP,1.1395315177932468,Basin_35,t/yr
PREDEV,MW,Pioneer,Grazing,DOP,2.2928870295103225,Basin_35,t/yr
PREDEV,MW,Pioneer,Horticulture,DOP,0.005303937595376049,Basin_35,t/yr
PREDEV,MW,Pioneer,Stream,DOP,0.0,Basin_35,t/yr
PREDEV,MW,Pioneer,Sugarcane,DOP,2.214649979670489,Basin_35,t/yr
PREDEV,MW,Pioneer,Urban + Other,DOP,0.6849989164752357,Basin_35,t/yr
PREDEV,MW,Plane,Bananas,FS,0.0,Basin_35,kt/yr
PREDEV,MW,Plane,Conservation,FS,1.6969023178404514,Basin_35,kt/yr
PREDEV,MW,Plane,Cropping,FS,0.01057816144166323,Basin_35,kt/yr
PREDEV,MW,Plane,Dairy,FS,0.0,Basin_35,kt/yr
PREDEV,MW,Plane,Forestry,FS,0.7423275635598305,Basin_35,kt/yr
PREDEV,MW,Plane,Grazing,FS,2.4514691241867066,Basin_35,kt/yr
PREDEV,MW,Plane,Horticulture,FS,0.00451413718468309,Basin_35,kt/yr
PREDEV,MW,Plane,Stream,FS,12.838650647217474,Basin_35,kt/yr
PREDEV,MW,Plane,Sugarcane,FS,0.802144269542513,Basin_35,kt/yr
PREDEV,MW,Plane,Urban + Other,FS,0.16926832116625282,Basin_35,kt/yr
PREDEV,MW,Plane,Bananas,PN,0.0,Basin_35,t/yr
PREDEV,MW,Plane,Conservation,PN,34.55967676410419,Basin_35,t/yr
PREDEV,MW,Plane,Cropping,PN,0.007651371708854057,Basin_35,t/yr
PREDEV,MW,Plane,Dairy,PN,0.0,Basin_35,t/yr
