Region,Basin,BasinScale,DIN,DIP,DON,DOP,FS,PN,PP
BM,Baffle,Basin_35,91.79724876442643,23.706782125470735,353.4329385952776,13.8390506408841,34.32745353775845,125.72796995068683,66.90745873071253
BM,Burnett,Basin_35,279.7238017718609,59.16633074938054,625.8189550558383,29.661182451215232,1037.9432951302383,3248.318023920112,985.8534135241414
BM,Burrum,Basin_35,82.00176660282196,15.470850987574803,171.3515663126087,7.731391476828566,18.12611840899232,61.239958653912275,20.571409821711
BM,Kolan,Basin_35,100.08017250152331,14.9476634083951,199.83636981354906,8.428545524058467,62.727689940328524,295.3428591925288,95.3309550779719
BM,Mary,Basin_35,402.05917796733263,48.2007309129232,959.5407615526874,37.11204206659227,446.30158337689454,1080.9486860167244,418.1456882662663
BU,Black,Basin_35,57.511748301811096,22.646398124729675,179.48231454071305,8.046917175264912,37.71111814255824,69.08591721584723,26.670248657745017
BU,Burdekin,Basin_35,1355.9412789270832,308.7754826670499,2629.501869020107,193.41450096497755,5830.528965161912,6613.872857178928,4504.262853453654
BU,Don River,Basin_35,101.92108753653108,38.5312103214705,178.63173160802918,19.210883113642463,152.1786664810462,289.9586158197241,126.78969102682095
BU,Haughton,Basin_35,388.80687087332825,55.238661777911716,301.4310431859731,19.086458831326595,101.75012552661758,309.7250053392118,112.12940467032774
BU,Ross,Basin_35,90.06427084594122,27.92208495262912,179.58617610473542,8.705618155849082,78.60465107085813,161.0016312994894,77.8897290992657
CY,Endeavour River,Basin_35,49.71066533798225,8.041773532851286,270.3631617603081,16.494207985108627,91.0829600963769,355.5382157306907,127.76207939711327
CY,Jacky Jacky Creek,Basin_35,47.81618649174776,4.240067873451049,286.1316478160365,16.786065522003558,11.915526444677717,193.27202354929042,70.7863582004979
CY,Jeannie River,Basin_35,33.283978049949226,4.729332210827563,200.15951690301404,12.548753768864648,52.28016960690181,205.561205431928,109.1194076334184
CY,Lockhart River,Basin_35,39.77144342197023,3.444010215133932,229.13069609732588,13.880735711606953,22.412951477666653,84.90599618384907,28.627419850581653
CY,Normanby River,Basin_35,181.41724836935188,34.41427067042795,1300.9076974380334,76.79370003438443,318.112979892055,734.7897806188379,278.2876056634903
CY,Olive-Pascoe,Basin_35,142.96447696754728,7.726245754617602,522.691314620568,29.623477586981252,86.4236454860073,465.6951490768551,66.97546952880508
CY,Stewart River,Basin_35,33.83413423250521,2.732198421301453,183.81878339081214,10.198420786602844,16.48561577237798,75.79033081042498,21.911839996641667
FI,Boyne,Basin_35,36.15387541143704,26.30584033488657,99.9095119672595,5.965849978066476,43.755478970496846,165.76668692757164,72.95326912657121
FI,Calliope,Basin_35,32.87419368120462,18.19273250201854,83.17455028693335,3.9165970158490144,50.06497299564134,143.60308511658016,65.16420763228858
FI,Fitzroy,Basin_35,751.3898244723157,645.9345034087473,1949.450897986011,149.95599129337597,2773.95206278303,4805.824241742343,2830.701317450845
FI,Shoalwater,Basin_35,17.034805408915453,11.191161494610318,67.02890704501033,2.3402018003629443,44.398394800039206,119.81031116967223,38.229552685989596
FI,Styx,Basin_35,34.096341586236875,16.213703653756067,79.28521250226112,3.5279785396000314,64.40211227026195,178.9516056640539,59.62276036951762
FI,Waterpark,Basin_35,49.65494381436434,22.274074280634533,114.33721870587812,5.43884740794689,12.106417799415954,65.0716853610427,16.247315873408965
MW,OConnel,Basin_35,165.7786638634991,34.09276835946736,580.456784953177,14.498435464059526,237.53286327408023,773.1742738379091,201.53570217768007
MW,Pioneer,Basin_35,215.691857746295,37.40615768813809,262.64286753910994,13.519809932667943,112.72044248416987,428.22261092801216,116.27700859051366
MW,PlaneC,Basin_35,229.47447628167546,134.83019126448474,629.3651668805155,36.61376564704175,85.92506918766456,616.6682092558374,105.89132692085593
MW,Prossie,Basin_35,183.5706887070299,41.02601949284334,304.1197526216659,16.11742033924213,48.17005148861517,164.71557599501057,48.336443368127895
WT,Barron,Basin_35,140.9158041019897,15.296225967270834,320.3099595772615,15.820904735674063,218.76007532241792,708.7895359433934,241.91812693355143
WT,Daintree,Basin_35,388.103287567667,15.818760937882965,563.7884105133111,38.58675633882833,123.406671875761,1059.819096551986,192.34802972171792
WT,Herbert,Basin_35,1166.4882696403074,65.72103831021948,1019.7829485026358,75.36885617463189,395.81028298092497,1274.4258405898643,309.9894347602495
WT,Johnstone,Basin_35,960.9529724451168,78.28355518197463,611.9254153895326,81.73251828023473,362.2992070744354,1861.428096561972,673.7702675808102
WT,Mossman,Basin_35,75.22007676052498,6.469062828342405,86.99889869549185,5.591244850802981,16.82664065814076,60.79604072915906,19.071419625917827
WT,Mulgrave-Russell,Basin_35,606.8211925261108,34.638418398202326,528.6502233131694,51.163370655634154,98.37661965681346,592.6062067426404,139.13149112589377
WT,Murray,Basin_35,336.5241614411991,29.15309164731043,198.8124731305535,16.902141377682774,34.470188304241304,161.35672789002953,29.263445695899843
WT,Tully,Basin_35,733.817551958426,24.76046294193737,454.43908572173757,61.80332475123837,107.88271477575204,470.5011768897851,116.59242394292674
