FS,PN,PP,DIN
0.30979466593290983,1.9722938224809354,0.7882599646565254,54.548439966933984
0.4580204817136746,1.00977706298454,0.9046101444389478,-0.2981175679462922
4.188003125078566,22.65093779330175,7.010936860588174,-0.053310292957206684
-0.014385640508816522,-0.042155733147779983,-0.023597210502678934,0.0011779597728995839
0.30477462244111564,1.8219383100721416,1.8705454396138208,-0.04664870277440514
27.61395394518695,57.11653782965914,43.10196295296646,-1.1598525754443472
-0.008876896602032502,-0.004518031672347433,-0.001471444421881074,-0.0071106703298084994
68.08329594757856,126.38583102222947,57.60762150744813,-0.016344617532297434
2.7610128034009875,23.55226087456549,4.257455436437624,133.59739767757492
-0.06767203924280807,-0.051536591990554825,-0.022641201696337987,0.0031357203495190333
