FS,PN,PP,DIN
4.630663796988777,5.131651699246906,2.413348126809479,8.318378466012764
0.20010871652637702,0.60202848336485,1.0509110848466812,4.775527809223204
4.2446060108347226,5.304121834766615,4.045455232112081,-0.04483966881323822
-0.14488318249394155,-0.060053147692259924,-0.07469932642257941,0.008865956512137464
0.9883258086551259,8.478882742654575,17.877708622096698,-0.08952169628077632
0.7002603458268997,0.7875844226889658,1.2507267500403678,-0.3161246990327576
-0.02175740733372245,-0.0060907497361610274,-0.003886840041844279,-0.0043949092973631886
5.490958725547925,8.079218432093702,6.362174587639825,-0.008652486513506502
2.5107592443786486,2.0675659684302516,1.6765225115510745,4.275821436689732
-0.12097023218212363,-0.09354286758351661,-0.12349337386038677,0.0009350743881532259
