FS,PN,PP,DIN
0.0,0.0,0.0,0.0
66.12459440764928,244.9933917755963,94.54082922572336,38.371167544217435
62.78312230690547,348.7451615890101,121.54899588099047,84.7762098736726
0.0,0.0,0.0,0.0
41.59616524353398,151.48608198571029,63.187473249336826,90.67186703804327
877.1062465027502,1712.0206125713541,955.5028818601724,521.5199536486641
0.5451074563234005,0.26244446715313535,0.1248769809840898,3.9255235801634822
482.53404693811194,626.7411386615634,412.71263615496645,50.00047462840699
0.5955290761399368,3.427178162932262,3.3453309383257968,15.522117189224884
11.347554264155468,6.663372527655294,4.358017646701197,49.586860534217045
