FS,PN,PP,DIN
0.0,0.0,0.0,0.0
118.77544812559718,427.1317965838025,166.22236451141947,245.37891952582365
0.0406032173380038,0.07991580354298773,0.059608344824576366,2.174864141028337
0.0,0.0,0.0,0.0
9.579890409159463,30.258286597039696,17.097200915436087,18.63234157232068
301.50056613192436,360.92133445173255,245.23892544186376,759.3233829092546
0.5360974887230775,0.35539487675898135,0.3910237041239873,2.6991157993973767
81.21341068555542,67.53248062911068,72.14930484338147,0.0
0.2570238203918722,10.40152731112529,11.285909851199184,0.0
2.0575549505238033,2.216767721808923,1.1292600521654834,14.934113265400118
